order_id,payment_sequential,payment_type,payment_installments,payment_value
order_00001269,1,credit_card,2,185.39
order_00001270,1,credit_card,4,420.81
order_00001271,1,credit_card,2,124.96
order_00001272,1,credit_card,5,128.56
order_00001273,1,boleto,1,262.48
order_00001274,1,credit_card,2,88.39
order_00001275,1,boleto,1,210.73
order_00001276,1,credit_card,1,90.26
order_00001277,1,credit_card,2,146.32
order_00001278,1,credit_card,1,286.78
order_00001279,1,boleto,1,205.82
order_00001280,1,credit_card,1,108.51
order_00001280,2,credit_card,3,94.44
order_00001281,1,boleto,1,28.72
order_00001282,1,boleto,1,39.46
order_00001282,2,credit_card,1,50.75
order_00001283,1,credit_card,8,8.94
order_00001284,1,credit_card,3,52.16
order_00001285,1,credit_card,2,74.76
order_00001286,1,boleto,1,32.19
order_00001287,1,credit_card,2,559.3
order_00001288,1,credit_card,10,47.66
order_00001289,1,voucher,1,67.79
order_00001290,1,credit_card,8,250.73
order_00001291,1,credit_card,1,24.63
order_00001292,1,credit_card,3,47.65
order_00001293,1,credit_card,6,11.86
order_00001294,1,voucher,1,186.87
order_00001295,1,credit_card,3,199.1
order_00001296,1,debit_card,1,469.8
order_00001297,1,credit_card,3,51.75
order_00001298,1,credit_card,4,226.45
order_00001299,1,credit_card,5,30.39
order_00001300,1,credit_card,1,44.91
order_00001301,1,credit_card,5,524.68
order_00001302,1,boleto,1,13.24
order_00001302,2,boleto,1,18.44
order_00001303,1,voucher,1,43.97
order_00001304,1,credit_card,4,273.51
order_00001305,1,voucher,1,135.84
order_00001306,1,credit_card,5,42.06
order_00001307,1,credit_card,3,43.99
order_00001308,1,credit_card,8,55.36
order_00001309,1,boleto,1,37.97
order_00001310,1,credit_card,1,167.18
order_00001311,1,voucher,1,100.19
order_00001312,1,credit_card,5,162.89
order_00001313,1,credit_card,6,451.47
order_00001314,1,credit_card,1,42.02
order_00001315,1,credit_card,6,103.03
order_00001316,1,credit_card,5,94.27
order_00001317,1,credit_card,1,229.04
order_00001318,1,credit_card,3,18.92
order_00001319,1,credit_card,5,350.69
order_00001320,1,credit_card,1,19.14
order_00001321,1,credit_card,5,76.08
order_00001322,1,credit_card,6,209.6
order_00001323,1,credit_card,1,486.05
order_00001324,1,credit_card,6,57.6
order_00001325,1,debit_card,1,292.74
order_00001326,1,boleto,1,102.3
order_00001327,1,credit_card,2,167.49
order_00001328,1,credit_card,4,105.85
order_00001329,1,credit_card,6,291.1
order_00001330,1,credit_card,4,72.54
order_00001331,1,credit_card,1,17.57
order_00001332,1,credit_card,2,44.82
order_00001333,1,credit_card,4,31.39
order_00001334,1,credit_card,1,47.14
order_00001335,1,boleto,1,149.75
order_00001336,1,boleto,1,89.21
order_00001337,1,credit_card,2,16.99
order_00001337,2,boleto,1,23.61
order_00001338,1,credit_card,3,37.89
order_00001339,1,boleto,1,319.27
order_00001340,1,credit_card,3,31.89
order_00001341,1,credit_card,3,195.85
order_00001342,1,credit_card,3,136.81
order_00001343,1,credit_card,4,152.2
order_00001344,1,credit_card,1,20.25
order_00001345,1,credit_card,4,170.41
order_00001346,1,credit_card,1,34.58
order_00001347,1,credit_card,1,71.68
order_00001348,1,boleto,1,153.36
order_00001349,1,credit_card,10,284.88
order_00001350,1,credit_card,3,8.76
order_00001350,2,boleto,1,16.8
order_00001351,1,voucher,1,24.81
order_00001352,1,credit_card,1,131.47
order_00001353,1,credit_card,2,105.04
order_00001354,1,credit_card,10,60.72
order_00001355,1,credit_card,3,82.49
order_00001356,1,credit_card,1,577.3
order_00001357,1,credit_card,5,36.05
order_00001358,1,credit_card,1,49.66
order_00001359,1,credit_card,3,124.09
order_00001360,1,credit_card,3,45.52
order_00001361,1,credit_card,4,53.17
order_00001362,1,credit_card,1,66.62
order_00001363,1,credit_card,5,131.35
order_00001364,1,credit_card,2,213.04
order_00001365,1,credit_card,8,43.05
order_00001366,1,credit_card,2,254.99
order_00001367,1,credit_card,1,28.58
order_00001368,1,credit_card,1,90.06
order_00001369,1,boleto,1,40.55
order_00001370,1,credit_card,1,81.99
order_00001371,1,credit_card,2,157.26
order_00001372,1,credit_card,4,90.6
order_00001373,1,boleto,1,360.57
order_00001374,1,credit_card,1,23.97
order_00001375,1,credit_card,4,43.39
order_00001376,1,credit_card,1,232.11
order_00001377,1,credit_card,1,33.01
order_00001378,1,credit_card,10,166.45
order_00001379,1,boleto,1,73.6
order_00001379,2,credit_card,3,123.8
order_00001380,1,debit_card,1,408.99
order_00001381,1,credit_card,3,377.58
order_00001382,1,credit_card,10,158.35
order_00001383,1,debit_card,1,126.93
order_00001384,1,credit_card,10,415.94
order_00001385,1,credit_card,5,30.14
order_00001385,2,credit_card,3,18.57
order_00001386,1,credit_card,1,213.31
order_00001387,1,boleto,1,115.77
order_00001388,1,credit_card,1,68.68
order_00001388,2,credit_card,10,49.79
order_00001389,1,voucher,1,32.22
order_00001390,1,credit_card,1,141.35
order_00001391,1,boleto,1,26.38
order_00001392,1,credit_card,1,316.27
order_00001393,1,boleto,1,58.29
order_00001394,1,credit_card,6,31.99
order_00001395,1,credit_card,6,66.8
order_00001396,1,credit_card,8,166.9
order_00001397,1,credit_card,1,93.58
order_00001398,1,credit_card,1,22.27
order_00001398,2,credit_card,1,31.61
order_00001399,1,credit_card,2,38.92
order_00001400,1,credit_card,2,11.63
order_00001401,1,credit_card,5,57.57
order_00001402,1,credit_card,1,171.12
order_00001403,1,credit_card,1,35.74
order_00001404,1,voucher,1,75.55
order_00001405,1,credit_card,1,42.28
order_00001406,1,credit_card,3,44.64
order_00001407,1,credit_card,2,29.77
order_00001408,1,boleto,1,24.17
order_00001409,1,credit_card,5,167.86
order_00001410,1,credit_card,2,546.18
order_00001411,1,credit_card,2,56.81
order_00001412,1,credit_card,2,187.31
order_00001413,1,voucher,1,83.68
order_00001414,1,credit_card,1,16.86
order_00001414,2,credit_card,6,19.12
order_00001415,1,credit_card,2,40.27
order_00001416,1,boleto,1,104.06
order_00001417,1,boleto,1,40.84
order_00001418,1,voucher,1,31.74
order_00001419,1,boleto,1,63.38
order_00001420,1,credit_card,3,24.15
order_00001421,1,credit_card,1,172.5
order_00001422,1,boleto,1,183.25
order_00001423,1,credit_card,5,14.86
order_00001424,1,credit_card,1,7.97
order_00001425,1,credit_card,4,56.11
order_00001426,1,credit_card,1,67.23
order_00001427,1,credit_card,1,44.64
order_00001428,1,credit_card,1,96.44
order_00001429,1,credit_card,2,31.54
order_00001430,1,credit_card,1,302.97
order_00001431,1,credit_card,3,58.8
order_00001432,1,voucher,1,143.21
order_00001433,1,credit_card,1,87.2
order_00001434,1,voucher,1,22.12
order_00001435,1,credit_card,6,160.58
order_00001436,1,credit_card,2,127.05
order_00001437,1,credit_card,3,249.96
order_00001438,1,credit_card,8,80.1
order_00001439,1,credit_card,1,237.49
order_00001440,1,credit_card,1,123.26
order_00001441,1,credit_card,5,142.91
order_00001442,1,credit_card,2,106.64
order_00001443,1,credit_card,8,261.55
order_00001444,1,credit_card,3,66.07
order_00001445,1,credit_card,10,49.43
order_00001446,1,boleto,1,210.37
order_00001447,1,credit_card,4,178.34
order_00001448,1,credit_card,8,246.78
order_00001449,1,credit_card,1,37.96
order_00001450,1,credit_card,6,14.23
order_00001450,2,credit_card,2,27.88
order_00001451,1,debit_card,1,29.3
order_00001452,1,boleto,1,62.87
order_00001453,1,credit_card,10,36.31
order_00001454,1,voucher,1,70.23
order_00001455,1,credit_card,5,254.59
order_00001456,1,credit_card,4,32.75
order_00001457,1,credit_card,1,40.73
order_00001458,1,credit_card,1,26.44
order_00001459,1,boleto,1,111.34
order_00001460,1,credit_card,1,239.32
order_00001461,1,credit_card,1,89.1
order_00001461,2,boleto,1,64.13
order_00001462,1,credit_card,1,277.19
order_00001463,1,credit_card,1,57.98
order_00001464,1,credit_card,8,195.92
order_00001465,1,voucher,1,268.32
order_00001466,1,credit_card,10,36.36
order_00001467,1,credit_card,3,101.99
order_00001468,1,credit_card,2,77.51
order_00001469,1,credit_card,8,512.1
order_00001470,1,credit_card,1,44.78
order_00001471,1,boleto,1,147.62
order_00001472,1,credit_card,1,246.92
order_00001473,1,credit_card,6,481.63
order_00001474,1,credit_card,3,48.43
order_00001475,1,credit_card,8,132.89
order_00001476,1,debit_card,1,120.0
order_00001477,1,credit_card,1,48.24
order_00001478,1,voucher,1,59.36
order_00001479,1,credit_card,5,269.06
order_00001480,1,boleto,1,253.19
order_00001481,1,boleto,1,43.32
order_00001482,1,credit_card,6,20.89
order_00001483,1,credit_card,8,36.42
order_00001484,1,credit_card,1,263.71
order_00001485,1,voucher,1,38.26
order_00001486,1,credit_card,10,62.32
order_00001487,1,credit_card,2,260.22
order_00001488,1,boleto,1,187.01
order_00001489,1,boleto,1,612.47
order_00001490,1,boleto,1,35.76
order_00001491,1,boleto,1,70.92
order_00001492,1,credit_card,1,190.43
order_00001493,1,credit_card,3,170.61
order_00001494,1,credit_card,10,124.44
order_00001495,1,credit_card,10,43.04
order_00001496,1,boleto,1,12.96
order_00001497,1,credit_card,3,27.73
order_00001498,1,credit_card,4,235.0
order_00001499,1,credit_card,2,182.57
order_00001500,1,boleto,1,134.81
order_00001501,1,credit_card,1,335.4
order_00001502,1,boleto,1,121.86
order_00001503,1,credit_card,1,14.46
order_00001504,1,credit_card,2,13.73
order_00001504,2,credit_card,2,8.67
order_00001505,1,credit_card,4,323.82
order_00001506,1,credit_card,8,16.76
order_00001507,1,credit_card,2,72.09
order_00001508,1,credit_card,4,242.66
order_00001509,1,credit_card,1,22.48
order_00001510,1,credit_card,3,55.2
order_00001511,1,voucher,1,34.33
order_00001512,1,credit_card,3,183.78
order_00001513,1,boleto,1,43.98
order_00001514,1,credit_card,1,19.05
order_00001515,1,credit_card,1,181.08
order_00001516,1,credit_card,1,22.81
order_00001517,1,credit_card,1,77.65
order_00001518,1,credit_card,8,98.28
order_00001519,1,credit_card,3,145.19
order_00001520,1,credit_card,1,68.08
order_00001521,1,credit_card,10,351.58
order_00001522,1,boleto,1,74.47
order_00001523,1,credit_card,1,52.95
order_00001524,1,boleto,1,268.29
order_00001525,1,voucher,1,77.21
order_00001526,1,credit_card,10,308.38
order_00001527,1,credit_card,4,78.54
order_00001528,1,boleto,1,36.36
order_00001529,1,credit_card,8,52.39
order_00001530,1,credit_card,5,17.16
order_00001530,2,credit_card,1,9.98
order_00001531,1,credit_card,10,287.78
order_00001532,1,credit_card,4,184.96
order_00001533,1,credit_card,1,97.24
order_00001533,2,credit_card,1,49.87
order_00001534,1,credit_card,1,118.91
order_00001535,1,credit_card,1,79.3
order_00001536,1,credit_card,3,598.72
order_00001537,1,boleto,1,14.54
order_00001537,2,boleto,1,18.68
order_00001538,1,boleto,1,98.81
order_00001539,1,credit_card,1,44.04
order_00001540,1,credit_card,3,146.71
order_00001541,1,credit_card,5,37.77
order_00001542,1,credit_card,8,192.59
order_00001543,1,credit_card,5,184.44
order_00001544,1,credit_card,6,42.16
order_00001545,1,credit_card,4,67.93
order_00001546,1,debit_card,1,77.82
order_00001547,1,credit_card,1,20.86
order_00001548,1,credit_card,1,168.92
order_00001549,1,credit_card,8,87.34
order_00001550,1,boleto,1,96.53
order_00001551,1,credit_card,3,161.17
order_00001552,1,credit_card,1,32.48
order_00001553,1,credit_card,1,238.37
order_00001554,1,credit_card,1,358.93
order_00001555,1,credit_card,1,119.74
order_00001556,1,credit_card,3,66.72
order_00001557,1,credit_card,3,72.05
order_00001558,1,credit_card,6,312.27
order_00001559,1,credit_card,1,46.59
order_00001560,1,credit_card,2,5.79
order_00001561,1,credit_card,6,86.98
order_00001562,1,boleto,1,115.54
order_00001563,1,credit_card,1,82.02
order_00001564,1,credit_card,4,8.12
order_00001564,2,credit_card,3,9.27
order_00001565,1,credit_card,2,15.55
order_00001566,1,credit_card,2,324.92
order_00001567,1,credit_card,1,151.89
order_00001568,1,credit_card,3,118.48
order_00001569,1,boleto,1,58.3
order_00001570,1,credit_card,2,45.33
order_00001571,1,boleto,1,126.9
order_00001572,1,credit_card,5,60.6
order_00001573,1,credit_card,1,91.05
order_00001574,1,boleto,1,96.49
order_00001575,1,credit_card,1,34.06
order_00001576,1,credit_card,3,34.96
order_00001577,1,credit_card,2,74.74
order_00001578,1,boleto,1,31.11
order_00001579,1,credit_card,2,86.45
order_00001580,1,credit_card,8,196.06
order_00001581,1,voucher,1,156.42
order_00001582,1,boleto,1,82.4
order_00001583,1,credit_card,1,103.0
order_00001584,1,credit_card,5,34.63
order_00001585,1,voucher,1,35.6
order_00001586,1,credit_card,10,29.97
order_00001587,1,credit_card,3,250.61
order_00001588,1,boleto,1,149.54
order_00001589,1,credit_card,1,47.4
order_00001590,1,credit_card,1,369.1
order_00001591,1,boleto,1,219.11
order_00001592,1,boleto,1,25.97
order_00001593,1,credit_card,8,16.08
order_00001594,1,boleto,1,35.39
order_00001595,1,credit_card,1,138.96
order_00001596,1,credit_card,1,78.75
order_00001597,1,credit_card,3,111.61
order_00001598,1,credit_card,1,64.01
order_00001599,1,credit_card,1,224.35
order_00001600,1,credit_card,1,331.93
order_00001601,1,boleto,1,116.74
order_00001602,1,credit_card,1,219.58
order_00001603,1,credit_card,10,55.77
order_00001604,1,voucher,1,117.74
order_00001605,1,boleto,1,323.42
order_00001606,1,credit_card,3,364.14
order_00001607,1,boleto,1,56.32
order_00001608,1,credit_card,8,65.91
order_00001609,1,credit_card,1,239.86
order_00001610,1,credit_card,1,62.02
order_00001611,1,voucher,1,38.15
order_00001612,1,boleto,1,88.28
order_00001613,1,boleto,1,286.34
order_00001614,1,boleto,1,28.86
order_00001615,1,credit_card,3,222.24
order_00001616,1,voucher,1,51.43
order_00001617,1,credit_card,3,38.73
order_00001618,1,credit_card,4,22.06
order_00001619,1,boleto,1,90.56
order_00001620,1,boleto,1,46.76
order_00001621,1,boleto,1,894.0
order_00001622,1,credit_card,6,20.94
order_00001623,1,voucher,1,29.9
order_00001624,1,voucher,1,40.46
order_00001625,1,boleto,1,124.14
order_00001626,1,credit_card,2,64.71
order_00001627,1,credit_card,3,108.4
order_00001628,1,credit_card,10,257.61
order_00001629,1,credit_card,10,41.82
order_00001630,1,credit_card,8,63.67
order_00001631,1,credit_card,2,97.81
order_00001632,1,boleto,1,27.83
order_00001633,1,voucher,1,203.32
order_00001634,1,boleto,1,39.86
order_00001635,1,credit_card,3,85.49
order_00001636,1,credit_card,1,17.98
order_00001637,1,voucher,1,146.48
order_00001638,1,credit_card,3,13.55
order_00001639,1,boleto,1,116.81
order_00001640,1,credit_card,3,19.84
order_00001641,1,credit_card,1,87.0
order_00001642,1,debit_card,1,117.36
order_00001642,2,credit_card,1,55.8
order_00001643,1,credit_card,5,42.59
order_00001644,1,boleto,1,73.98
order_00001645,1,boleto,1,49.9
order_00001645,2,credit_card,1,43.99
order_00001646,1,credit_card,4,84.25
order_00001647,1,credit_card,3,17.99
order_00001648,1,credit_card,2,44.4
order_00001649,1,credit_card,10,312.1
order_00001650,1,credit_card,2,306.13
order_00001651,1,credit_card,3,102.08
order_00001652,1,boleto,1,42.89
order_00001653,1,credit_card,1,142.56
order_00001654,1,boleto,1,148.64
order_00001655,1,credit_card,1,220.8
order_00001656,1,credit_card,8,127.87
order_00001657,1,credit_card,5,120.13
order_00001658,1,credit_card,5,60.78
order_00001659,1,boleto,1,125.25
order_00001660,1,credit_card,2,94.12
order_00001661,1,credit_card,1,80.7
order_00001662,1,credit_card,3,20.71
order_00001662,2,boleto,1,41.2
order_00001663,1,credit_card,2,691.82
order_00001664,1,credit_card,1,283.44
order_00001665,1,credit_card,3,92.57
order_00001666,1,credit_card,3,34.74
order_00001667,1,voucher,1,26.98
order_00001667,2,credit_card,1,31.41
order_00001668,1,credit_card,4,96.71
order_00001669,1,voucher,1,170.59
order_00001670,1,credit_card,1,144.11
order_00001671,1,credit_card,1,79.12
order_00001672,1,credit_card,5,93.6
order_00001673,1,credit_card,1,98.3
order_00001674,1,boleto,1,85.33
order_00001675,1,credit_card,3,65.89
order_00001676,1,credit_card,1,78.0
order_00001677,1,credit_card,1,331.73
order_00001678,1,voucher,1,13.24
order_00001679,1,credit_card,1,70.68
order_00001680,1,credit_card,1,177.11
order_00001681,1,credit_card,3,55.14
order_00001682,1,credit_card,2,132.27
order_00001683,1,credit_card,8,339.52
order_00001684,1,boleto,1,54.15
order_00001685,1,boleto,1,277.0
order_00001686,1,credit_card,8,103.25
order_00001687,1,credit_card,2,61.48
order_00001688,1,credit_card,5,49.28
order_00001689,1,boleto,1,12.13
order_00001690,1,credit_card,1,47.28
order_00001691,1,credit_card,5,35.06
order_00001692,1,voucher,1,45.22
order_00001693,1,voucher,1,108.18
order_00001694,1,credit_card,2,43.59
order_00001695,1,voucher,1,64.46
order_00001696,1,credit_card,2,125.04
order_00001697,1,credit_card,1,262.76
order_00001698,1,credit_card,3,56.98
order_00001699,1,credit_card,1,40.46
order_00001700,1,credit_card,1,86.5
order_00001701,1,credit_card,10,136.98
order_00001702,1,credit_card,4,89.85
order_00001703,1,credit_card,10,89.11
order_00001703,2,boleto,1,185.97
order_00001704,1,boleto,1,263.95
order_00001705,1,credit_card,8,66.52
order_00001706,1,voucher,1,34.37
order_00001707,1,credit_card,2,51.63
order_00001708,1,credit_card,1,570.67
order_00001709,1,credit_card,2,87.54
order_00001710,1,credit_card,2,21.09
order_00001711,1,boleto,1,23.44
order_00001712,1,boleto,1,10.05
order_00001713,1,credit_card,10,191.1
order_00001714,1,boleto,1,179.0
order_00001715,1,boleto,1,17.92
order_00001716,1,debit_card,1,106.83
order_00001717,1,boleto,1,160.92
order_00001718,1,credit_card,10,12.08
order_00001719,1,boleto,1,70.94
order_00001720,1,credit_card,3,158.06
order_00001721,1,credit_card,5,297.76
order_00001722,1,credit_card,1,155.1
order_00001723,1,credit_card,2,37.77
order_00001724,1,boleto,1,22.39
order_00001725,1,credit_card,6,131.41
order_00001726,1,boleto,1,56.04
order_00001727,1,boleto,1,39.32
order_00001728,1,credit_card,1,87.05
order_00001729,1,voucher,1,89.77
order_00001730,1,boleto,1,274.99
order_00001731,1,credit_card,6,99.19
order_00001732,1,boleto,1,69.0
order_00001733,1,credit_card,1,128.9
order_00001734,1,boleto,1,40.32
order_00001735,1,credit_card,1,93.45
order_00001736,1,credit_card,1,82.41
order_00001737,1,credit_card,3,158.19
order_00001738,1,credit_card,4,287.05
order_00001739,1,credit_card,1,332.87
order_00001740,1,credit_card,2,58.57
order_00001741,1,credit_card,10,133.9
order_00001742,1,credit_card,3,37.0
order_00001743,1,boleto,1,44.89
order_00001744,1,boleto,1,21.67
order_00001745,1,credit_card,1,79.76
order_00001746,1,voucher,1,196.22
order_00001747,1,boleto,1,354.03
order_00001748,1,credit_card,3,35.34
order_00001749,1,boleto,1,70.29
order_00001750,1,credit_card,10,9.97
order_00001751,1,credit_card,1,14.2
order_00001752,1,credit_card,1,130.09
order_00001753,1,credit_card,5,48.06
order_00001754,1,credit_card,3,123.32
order_00001755,1,credit_card,8,64.61
order_00001755,2,credit_card,4,66.05
order_00001756,1,credit_card,1,293.91
order_00001757,1,credit_card,2,144.39
order_00001758,1,credit_card,8,17.25
order_00001759,1,credit_card,1,10.88
order_00001760,1,credit_card,5,82.2
order_00001761,1,credit_card,5,198.62
order_00001762,1,credit_card,1,33.61
order_00001763,1,credit_card,1,108.26
order_00001764,1,credit_card,5,20.83
order_00001765,1,boleto,1,70.76
order_00001766,1,credit_card,6,344.64
order_00001767,1,boleto,1,245.0
order_00001768,1,boleto,1,351.69
order_00001769,1,credit_card,3,54.01
order_00001770,1,boleto,1,60.07
order_00001771,1,credit_card,1,50.7
order_00001772,1,boleto,1,130.56
order_00001773,1,boleto,1,66.95
order_00001774,1,credit_card,1,13.92
order_00001775,1,credit_card,3,469.77
order_00001776,1,credit_card,3,32.44
order_00001777,1,credit_card,1,120.19
order_00001778,1,credit_card,4,263.98
order_00001779,1,boleto,1,39.03
order_00001780,1,credit_card,3,36.72
order_00001781,1,voucher,1,55.97
order_00001782,1,credit_card,4,75.07
order_00001783,1,credit_card,10,234.62
order_00001784,1,credit_card,3,172.66
order_00001785,1,boleto,1,152.53
order_00001786,1,credit_card,6,82.45
order_00001787,1,credit_card,8,46.91
order_00001788,1,boleto,1,29.4
order_00001788,2,credit_card,3,34.56
order_00001789,1,credit_card,8,15.18
order_00001789,2,credit_card,1,7.88
order_00001790,1,credit_card,5,95.28
order_00001791,1,voucher,1,73.53
order_00001792,1,boleto,1,338.46
order_00001793,1,boleto,1,19.03
order_00001794,1,boleto,1,76.36
order_00001795,1,credit_card,2,75.62
order_00001796,1,boleto,1,104.67
order_00001797,1,boleto,1,52.81
order_00001798,1,credit_card,2,51.19
order_00001799,1,credit_card,1,282.28
order_00001800,1,credit_card,10,189.67
order_00001801,1,boleto,1,88.6
order_00001802,1,credit_card,1,118.98
order_00001803,1,credit_card,1,218.45
order_00001804,1,credit_card,2,21.81
order_00001805,1,credit_card,6,11.39
order_00001806,1,credit_card,10,34.23
order_00001807,1,boleto,1,20.01
order_00001808,1,credit_card,3,123.62
order_00001809,1,debit_card,1,56.88
order_00001810,1,credit_card,4,18.07
order_00001811,1,credit_card,3,275.43
order_00001812,1,credit_card,6,13.26
order_00001813,1,credit_card,4,62.96
order_00001814,1,credit_card,5,34.21
order_00001815,1,credit_card,5,591.37
order_00001816,1,voucher,1,170.75
order_00001817,1,boleto,1,71.39
order_00001818,1,credit_card,1,148.07
order_00001819,1,credit_card,1,300.81
order_00001820,1,boleto,1,335.63
order_00001821,1,credit_card,2,229.27
order_00001822,1,boleto,1,72.74
order_00001823,1,credit_card,6,121.03
order_00001824,1,credit_card,6,94.64
order_00001825,1,credit_card,1,46.17
order_00001826,1,credit_card,3,120.14
order_00001827,1,boleto,1,248.69
order_00001828,1,credit_card,4,24.43
order_00001829,1,credit_card,3,258.15
order_00001830,1,boleto,1,36.49
order_00001831,1,credit_card,2,370.04
order_00001832,1,boleto,1,155.95
order_00001833,1,boleto,1,92.44
order_00001834,1,boleto,1,49.09
order_00001835,1,credit_card,6,74.34
order_00001836,1,credit_card,2,112.43
order_00001837,1,credit_card,3,38.35
order_00001838,1,voucher,1,183.54
order_00001839,1,credit_card,1,61.45
order_00001839,2,boleto,1,33.89
order_00001840,1,credit_card,1,144.77
order_00001841,1,boleto,1,71.89
order_00001842,1,boleto,1,92.61
order_00001843,1,credit_card,2,45.12
order_00001844,1,credit_card,1,24.88
order_00001845,1,credit_card,1,61.15
order_00001846,1,credit_card,3,61.99
order_00001847,1,credit_card,6,293.97
order_00001848,1,credit_card,1,57.14
order_00001849,1,boleto,1,197.33
order_00001850,1,credit_card,1,95.86
order_00001851,1,debit_card,1,87.21
order_00001852,1,credit_card,4,137.22
order_00001853,1,credit_card,1,87.34
order_00001854,1,voucher,1,80.11
order_00001855,1,credit_card,1,215.47
order_00001856,1,boleto,1,192.83
order_00001856,2,credit_card,10,188.04
order_00001857,1,voucher,1,22.64
order_00001858,1,credit_card,1,37.44
order_00001859,1,credit_card,8,13.39
order_00001860,1,boleto,1,24.29
order_00001861,1,voucher,1,58.06
order_00001862,1,credit_card,5,288.25
order_00001863,1,credit_card,1,62.55
order_00001864,1,boleto,1,45.52
order_00001865,1,boleto,1,109.71
order_00001866,1,credit_card,6,173.16
order_00001867,1,boleto,1,67.11
order_00001868,1,voucher,1,192.12
order_00001869,1,boleto,1,184.78
order_00001870,1,boleto,1,209.99
order_00001871,1,voucher,1,19.44
order_00001872,1,credit_card,3,70.97
order_00001873,1,boleto,1,33.01
order_00001874,1,boleto,1,81.3
order_00001875,1,credit_card,1,45.62
order_00001876,1,credit_card,1,147.41
order_00001877,1,boleto,1,51.54
order_00001877,2,debit_card,1,36.18
order_00001878,1,credit_card,4,355.9
order_00001879,1,credit_card,5,32.48
order_00001880,1,credit_card,4,132.92
order_00001881,1,credit_card,2,33.14
order_00001882,1,credit_card,4,86.11
order_00001883,1,credit_card,6,130.28
order_00001884,1,credit_card,2,18.84
order_00001885,1,credit_card,5,56.14
order_00001886,1,credit_card,3,168.17
order_00001887,1,debit_card,1,113.02
order_00001888,1,credit_card,1,81.02
order_00001889,1,credit_card,8,29.21
order_00001890,1,credit_card,3,23.17
order_00001891,1,credit_card,8,47.51
order_00001892,1,boleto,1,30.58
order_00001893,1,credit_card,4,175.56
order_00001894,1,credit_card,4,54.14
order_00001894,2,boleto,1,94.54
order_00001895,1,credit_card,1,25.93
order_00001896,1,boleto,1,167.83
order_00001897,1,credit_card,4,153.74
order_00001898,1,credit_card,2,188.51
order_00001899,1,credit_card,4,45.05
order_00001900,1,credit_card,1,30.15
order_00001901,1,credit_card,3,63.87
order_00001902,1,credit_card,2,306.11
order_00001903,1,credit_card,6,599.34
order_00001904,1,credit_card,1,89.48
order_00001905,1,credit_card,10,208.83
order_00001906,1,credit_card,1,13.57
order_00001906,2,credit_card,4,15.7
order_00001907,1,credit_card,1,70.3
order_00001908,1,credit_card,3,74.77
order_00001909,1,credit_card,6,53.55
order_00001910,1,credit_card,1,130.06
order_00001911,1,debit_card,1,140.71
order_00001912,1,credit_card,1,42.54
order_00001913,1,credit_card,1,38.27
order_00001914,1,credit_card,1,144.28
order_00001915,1,credit_card,2,21.15
order_00001916,1,credit_card,1,110.35
order_00001917,1,credit_card,3,118.07
order_00001918,1,credit_card,2,262.55
order_00001919,1,credit_card,1,195.15
order_00001920,1,credit_card,3,403.03
order_00001921,1,voucher,1,77.81
order_00001921,2,credit_card,1,103.06
order_00001922,1,credit_card,10,289.56
order_00001923,1,credit_card,1,32.01
order_00001924,1,credit_card,6,20.72
order_00001925,1,credit_card,1,51.3
order_00001926,1,credit_card,6,198.69
order_00001926,2,credit_card,1,231.31
order_00001927,1,credit_card,1,386.27
order_00001928,1,credit_card,3,59.8
order_00001929,1,credit_card,8,15.05
order_00001929,2,credit_card,1,11.58
order_00001930,1,credit_card,3,77.67
order_00001930,2,credit_card,4,98.63
order_00001931,1,credit_card,4,108.75
order_00001932,1,credit_card,1,46.13
order_00001933,1,boleto,1,59.62
order_00001934,1,credit_card,1,25.42
order_00001935,1,debit_card,1,151.71
order_00001936,1,credit_card,1,15.92
order_00001937,1,voucher,1,47.27
order_00001938,1,credit_card,1,170.4
order_00001939,1,credit_card,2,24.9
order_00001940,1,credit_card,2,257.44
order_00001941,1,credit_card,2,18.77
order_00001942,1,credit_card,6,126.21
order_00001943,1,debit_card,1,23.75
order_00001944,1,credit_card,8,42.51
order_00001945,1,boleto,1,87.54
order_00001946,1,credit_card,3,63.98
order_00001947,1,voucher,1,29.23
order_00001948,1,credit_card,8,112.13
order_00001949,1,credit_card,1,85.22
order_00001949,2,credit_card,1,133.43
order_00001950,1,credit_card,1,5.81
order_00001951,1,credit_card,1,360.95
order_00001952,1,boleto,1,5.93
order_00001953,1,voucher,1,69.31
order_00001954,1,credit_card,1,54.41
order_00001955,1,credit_card,1,50.45
order_00001956,1,credit_card,4,8.2
order_00001957,1,boleto,1,58.47
order_00001958,1,boleto,1,85.27
order_00001959,1,credit_card,1,18.75
order_00001960,1,boleto,1,161.12
order_00001961,1,boleto,1,147.16
order_00001962,1,credit_card,4,201.93
order_00001963,1,credit_card,10,225.95
order_00001964,1,boleto,1,53.07
order_00001965,1,boleto,1,331.25
order_00001966,1,credit_card,1,61.76
order_00001967,1,credit_card,4,10.58
order_00001968,1,credit_card,2,23.41
order_00001969,1,credit_card,10,75.64
order_00001970,1,credit_card,10,250.91
order_00001970,2,credit_card,6,238.53
order_00001971,1,credit_card,4,851.69
order_00001972,1,credit_card,4,477.77
order_00001973,1,credit_card,1,25.77
order_00001974,1,credit_card,2,15.6
order_00001975,1,boleto,1,49.06
order_00001976,1,credit_card,1,111.58
order_00001977,1,credit_card,3,307.81
