order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
order_00000480,2,prod_00000578,sell_00000031,2025-12-27 23:33:09,33.8,5.18
order_00000481,1,prod_00000786,sell_00000199,2024-12-12 21:07:17,46.16,4.94
order_00000482,1,prod_00000592,sell_00000146,2025-04-15 09:40:53,5.8,0.27
order_00000482,2,prod_00000371,sell_00000020,2025-04-12 09:40:53,31.58,1.92
order_00000482,3,prod_00000727,sell_00000171,2025-04-11 09:40:53,11.46,0.53
order_00000483,1,prod_00000083,sell_00000126,2025-04-26 13:05:39,240.92,27.36
order_00000484,1,prod_00000750,sell_00000133,2025-11-15 21:55:19,10.87,1.61
order_00000485,1,prod_00000676,sell_00000170,2025-07-30 20:24:24,76.92,11.98
order_00000486,1,prod_00000394,sell_00000105,2024-03-02 19:36:40,94.86,5.26
order_00000487,1,prod_00000118,sell_00000206,2024-06-20 17:36:47,15.26,1.53
order_00000488,1,prod_00000179,sell_00000040,2024-11-04 12:00:57,70.94,9.09
order_00000489,1,prod_00000317,sell_00000123,2024-03-22 18:58:50,32.4,4.03
order_00000489,2,prod_00000733,sell_00000158,2024-03-22 18:58:50,46.48,6.32
order_00000490,1,prod_00000136,sell_00000185,2025-10-27 19:40:57,124.44,11.66
order_00000491,1,prod_00000291,sell_00000209,2025-04-03 22:14:15,32.16,1.13
order_00000491,2,prod_00000609,sell_00000065,2025-03-31 22:14:15,90.29,6.27
order_00000492,1,prod_00000659,sell_00000224,2025-07-13 23:30:20,79.9,7.34
order_00000493,1,prod_00000146,sell_00000204,2024-02-21 23:34:31,46.24,1.68
order_00000494,1,prod_00000497,sell_00000083,2025-10-03 23:19:45,37.83,5.47
order_00000494,2,prod_00000038,sell_00000169,2025-10-04 23:19:45,34.43,1.04
order_00000495,1,prod_00000432,sell_00000087,2025-12-17 00:58:28,41.04,3.73
order_00000496,1,prod_00000712,sell_00000006,2025-03-04 03:12:11,64.2,10.66
order_00000496,2,prod_00000789,sell_00000015,2025-03-03 03:12:11,27.93,2.06
order_00000496,3,prod_00000246,sell_00000034,2025-03-03 03:12:11,3.65,0.49
order_00000497,1,prod_00000402,sell_00000081,2024-07-31 15:44:43,57.7,5.79
order_00000497,2,prod_00000124,sell_00000248,2024-07-31 15:44:43,128.33,16.93
order_00000498,1,prod_00000277,sell_00000232,2024-12-13 06:05:07,96.81,3.3
order_00000499,1,prod_00000030,sell_00000213,2024-04-06 08:58:56,152.27,8.09
order_00000500,1,prod_00000760,sell_00000149,2024-04-08 03:46:25,109.17,8.05
order_00000501,1,prod_00000718,sell_00000106,2025-08-03 21:40:20,47.81,8.08
order_00000502,1,prod_00000625,sell_00000206,2024-09-29 20:32:30,110.68,9.23
order_00000503,1,prod_00000038,sell_00000025,2025-11-20 15:03:24,48.86,3.98
order_00000504,1,prod_00000635,sell_00000049,2025-04-20 17:04:20,23.99,1.07
order_00000504,2,prod_00000278,sell_00000203,2025-04-19 17:04:20,118.61,4.4
order_00000505,1,prod_00000573,sell_00000029,2025-05-03 06:50:14,51.68,5.35
order_00000505,2,prod_00000486,sell_00000161,2025-05-04 06:50:14,12.99,1.25
order_00000506,1,prod_00000439,sell_00000048,2025-02-08 06:38:51,71.57,6.0
order_00000507,1,prod_00000741,sell_00000165,2024-04-07 01:17:43,187.01,28.86
order_00000508,1,prod_00000348,sell_00000214,2025-12-13 18:55:10,89.18,4.74
order_00000508,2,prod_00000514,sell_00000201,2025-12-15 18:55:10,21.38,0.72
order_00000509,1,prod_00000265,sell_00000193,2025-03-26 09:14:07,49.9,7.95
order_00000509,2,prod_00000381,sell_00000156,2025-03-26 09:14:07,41.51,5.05
order_00000510,1,prod_00000632,sell_00000034,2025-11-11 14:21:36,25.83,1.26
order_00000510,2,prod_00000369,sell_00000121,2025-11-10 14:21:36,29.79,2.64
order_00000510,3,prod_00000737,sell_00000195,2025-11-12 14:21:36,102.22,13.74
order_00000510,4,prod_00000412,sell_00000198,2025-11-13 14:21:36,92.86,13.26
order_00000511,1,prod_00000097,sell_00000227,2024-12-23 19:20:51,59.25,4.74
order_00000511,2,prod_00000521,sell_00000053,2024-12-22 19:20:51,143.32,22.65
order_00000512,1,prod_00000156,sell_00000080,2024-02-17 21:21:52,54.24,8.2
order_00000513,1,prod_00000281,sell_00000135,2024-01-17 06:00:49,51.15,4.28
order_00000514,1,prod_00000514,sell_00000173,2024-01-26 21:35:40,141.27,6.99
order_00000515,1,prod_00000490,sell_00000036,2024-11-24 09:43:14,39.95,3.38
order_00000516,1,prod_00000389,sell_00000058,2025-11-20 06:21:00,64.53,7.18
order_00000517,1,prod_00000133,sell_00000159,2025-10-14 02:35:03,54.45,5.04
order_00000518,1,prod_00000024,sell_00000134,2025-04-10 21:43:50,53.43,3.7
order_00000519,1,prod_00000310,sell_00000085,2025-07-16 06:27:38,26.6,3.31
order_00000520,1,prod_00000102,sell_00000173,2024-11-18 20:05:30,28.13,2.72
order_00000521,1,prod_00000569,sell_00000242,2025-01-26 20:28:46,18.7,2.73
order_00000521,2,prod_00000744,sell_00000082,2025-01-26 20:28:46,82.91,14.57
order_00000522,1,prod_00000513,sell_00000070,2025-09-02 19:35:45,35.66,5.75
order_00000523,1,prod_00000195,sell_00000056,2025-06-08 15:23:37,44.99,2.95
order_00000523,2,prod_00000599,sell_00000129,2025-06-07 15:23:37,34.23,5.05
order_00000523,3,prod_00000664,sell_00000237,2025-06-09 15:23:37,36.36,3.77
order_00000524,1,prod_00000753,sell_00000205,2025-01-17 14:59:02,290.61,36.46
order_00000525,1,prod_00000797,sell_00000076,2025-09-13 05:07:31,16.21,2.29
order_00000525,2,prod_00000425,sell_00000195,2025-09-10 05:07:31,147.44,23.99
order_00000526,1,prod_00000766,sell_00000105,2025-10-25 16:04:13,111.9,7.35
order_00000527,1,prod_00000337,sell_00000148,2024-08-03 09:25:00,113.66,5.39
order_00000528,1,prod_00000083,sell_00000199,2025-01-23 05:38:17,119.97,6.13
order_00000529,1,prod_00000693,sell_00000064,2025-08-31 08:00:35,57.48,2.47
order_00000530,1,prod_00000476,sell_00000072,2025-05-05 09:15:45,12.11,0.95
order_00000531,1,prod_00000154,sell_00000130,2024-02-06 01:00:55,25.94,2.18
order_00000532,1,prod_00000041,sell_00000138,2025-08-05 08:18:36,60.2,2.65
order_00000533,1,prod_00000046,sell_00000144,2024-03-17 06:13:43,65.86,10.27
order_00000534,1,prod_00000081,sell_00000161,2024-05-31 00:40:35,54.03,2.84
order_00000534,2,prod_00000509,sell_00000003,2024-05-31 00:40:35,71.25,3.42
order_00000535,1,prod_00000414,sell_00000037,2025-04-26 22:54:59,95.82,10.3
order_00000536,1,prod_00000036,sell_00000004,2025-01-21 08:57:09,44.22,4.78
order_00000537,1,prod_00000173,sell_00000239,2025-01-18 18:28:50,171.91,13.47
order_00000537,2,prod_00000153,sell_00000201,2025-01-20 18:28:50,47.56,4.72
order_00000537,3,prod_00000613,sell_00000225,2025-01-20 18:28:50,12.28,0.44
order_00000538,1,prod_00000492,sell_00000050,2024-01-08 22:14:32,98.38,5.78
order_00000538,2,prod_00000366,sell_00000195,2024-01-10 22:14:32,46.33,5.47
order_00000539,1,prod_00000095,sell_00000057,2025-05-17 23:24:30,45.39,7.65
order_00000540,1,prod_00000369,sell_00000005,2024-02-03 23:42:48,168.41,14.1
order_00000541,1,prod_00000232,sell_00000069,2024-05-02 22:25:50,22.06,0.74
order_00000542,1,prod_00000269,sell_00000090,2024-04-01 01:41:12,16.76,2.16
order_00000542,2,prod_00000602,sell_00000185,2024-04-04 01:41:12,21.8,1.76
order_00000542,3,prod_00000691,sell_00000082,2024-04-02 01:41:12,119.27,19.94
order_00000542,4,prod_00000688,sell_00000014,2024-04-06 01:41:12,30.18,4.77
order_00000543,1,prod_00000245,sell_00000165,2024-10-13 19:42:55,37.78,2.58
order_00000543,2,prod_00000233,sell_00000002,2024-10-15 19:42:55,12.32,1.17
order_00000544,1,prod_00000712,sell_00000045,2025-06-01 18:37:39,25.91,1.67
order_00000545,1,prod_00000606,sell_00000088,2024-06-12 17:09:04,29.87,2.44
order_00000546,1,prod_00000412,sell_00000048,2025-07-28 17:42:36,62.91,10.55
order_00000546,2,prod_00000777,sell_00000155,2025-07-29 17:42:36,58.95,7.46
order_00000546,3,prod_00000112,sell_00000213,2025-08-02 17:42:36,104.89,13.13
order_00000546,4,prod_00000171,sell_00000209,2025-07-31 17:42:36,34.75,6.19
order_00000547,1,prod_00000603,sell_00000063,2025-10-01 08:30:51,35.23,3.98
order_00000547,2,prod_00000467,sell_00000007,2025-10-01 08:30:51,44.25,7.82
order_00000548,1,prod_00000287,sell_00000154,2024-12-29 20:25:23,42.67,6.46
order_00000549,1,prod_00000091,sell_00000093,2025-10-06 23:23:39,82.29,6.88
order_00000550,1,prod_00000289,sell_00000166,2024-09-09 04:16:59,281.41,32.93
order_00000551,1,prod_00000760,sell_00000142,2025-09-25 14:26:31,8.84,0.58
order_00000552,1,prod_00000176,sell_00000070,2024-08-08 20:25:50,24.2,2.25
order_00000553,1,prod_00000550,sell_00000130,2025-04-06 00:43:28,102.47,15.11
order_00000554,1,prod_00000509,sell_00000169,2024-02-28 20:33:16,23.67,1.48
order_00000555,1,prod_00000729,sell_00000038,2025-07-30 13:44:17,93.63,13.44
order_00000556,1,prod_00000736,sell_00000075,2025-01-02 16:09:30,108.73,5.87
order_00000557,1,prod_00000741,sell_00000225,2024-03-19 05:15:16,81.84,12.76
order_00000558,1,prod_00000706,sell_00000164,2024-02-24 10:24:02,76.77,9.47
order_00000559,1,prod_00000002,sell_00000215,2024-03-22 02:55:01,90.07,11.97
order_00000560,1,prod_00000723,sell_00000010,2025-02-07 12:14:14,25.76,1.28
order_00000561,1,prod_00000561,sell_00000197,2024-09-15 03:33:18,399.47,69.6
order_00000561,2,prod_00000181,sell_00000088,2024-09-11 03:33:18,158.99,21.98
order_00000561,3,prod_00000310,sell_00000202,2024-09-11 03:33:18,35.18,5.12
order_00000561,4,prod_00000533,sell_00000066,2024-09-11 03:33:18,136.61,12.96
order_00000562,1,prod_00000259,sell_00000045,2025-04-03 04:48:06,47.76,5.44
order_00000562,2,prod_00000400,sell_00000221,2025-04-02 04:48:06,75.54,12.4
order_00000562,3,prod_00000153,sell_00000012,2025-04-04 04:48:06,66.71,9.04
order_00000563,1,prod_00000493,sell_00000076,2024-11-20 22:19:05,134.72,20.33
order_00000564,1,prod_00000791,sell_00000029,2025-12-28 10:11:55,163.92,16.01
order_00000564,2,prod_00000226,sell_00000104,2025-12-27 10:11:55,67.56,11.73
order_00000565,1,prod_00000193,sell_00000013,2025-09-05 18:57:12,27.82,2.65
order_00000565,2,prod_00000204,sell_00000050,2025-09-02 18:57:12,45.64,2.29
order_00000566,1,prod_00000094,sell_00000081,2025-05-25 00:30:49,63.67,3.12
order_00000567,1,prod_00000250,sell_00000227,2024-03-18 11:13:00,89.59,7.66
order_00000567,2,prod_00000014,sell_00000048,2024-03-16 11:13:00,16.32,2.64
order_00000568,1,prod_00000232,sell_00000084,2024-05-16 18:08:41,57.27,7.84
order_00000569,1,prod_00000669,sell_00000189,2024-05-17 11:25:07,81.57,13.4
order_00000570,1,prod_00000789,sell_00000134,2025-07-25 15:25:02,45.89,2.4
order_00000570,2,prod_00000502,sell_00000121,2025-07-25 15:25:02,61.19,9.57
order_00000570,3,prod_00000035,sell_00000234,2025-07-23 15:25:02,50.08,5.76
order_00000571,1,prod_00000140,sell_00000172,2024-08-05 21:03:09,55.74,7.79
order_00000572,1,prod_00000671,sell_00000089,2024-08-20 18:59:14,137.93,21.57
order_00000573,1,prod_00000026,sell_00000224,2025-01-01 15:44:01,15.19,0.98
order_00000573,2,prod_00000246,sell_00000037,2024-12-31 15:44:01,79.73,2.56
order_00000573,3,prod_00000548,sell_00000232,2024-12-29 15:44:01,75.8,6.89
order_00000573,4,prod_00000270,sell_00000098,2025-01-01 15:44:01,17.32,2.76
order_00000574,1,prod_00000461,sell_00000246,2025-12-03 22:13:59,53.06,7.85
order_00000575,1,prod_00000591,sell_00000126,2025-11-13 03:51:46,12.41,1.47
order_00000575,2,prod_00000398,sell_00000074,2025-11-13 03:51:46,52.33,2.74
order_00000575,3,prod_00000310,sell_00000223,2025-11-09 03:51:46,40.8,1.48
order_00000575,4,prod_00000253,sell_00000132,2025-11-10 03:51:46,87.15,4.58
order_00000576,1,prod_00000332,sell_00000171,2024-08-23 07:38:24,321.48,39.86
order_00000576,2,prod_00000752,sell_00000037,2024-08-20 07:38:24,36.25,2.0
order_00000576,3,prod_00000001,sell_00000235,2024-08-23 07:38:24,57.52,4.24
order_00000577,1,prod_00000669,sell_00000147,2025-02-03 18:36:29,219.28,21.3
order_00000577,2,prod_00000618,sell_00000146,2025-02-04 18:36:29,52.74,3.61
order_00000578,1,prod_00000149,sell_00000013,2025-06-23 21:15:11,30.75,4.19
order_00000578,2,prod_00000660,sell_00000229,2025-06-19 21:15:11,117.08,3.8
order_00000579,1,prod_00000166,sell_00000028,2025-05-24 18:28:50,17.28,2.16
order_00000579,2,prod_00000021,sell_00000079,2025-05-27 18:28:50,559.61,17.22
order_00000580,1,prod_00000106,sell_00000209,2025-11-25 02:26:47,82.17,7.71
order_00000581,1,prod_00000051,sell_00000131,2024-01-10 05:53:20,74.93,3.34
order_00000582,1,prod_00000530,sell_00000159,2025-07-11 05:10:19,63.58,8.38
order_00000582,2,prod_00000484,sell_00000087,2025-07-10 05:10:19,11.26,1.13
order_00000583,1,prod_00000734,sell_00000013,2025-02-22 20:18:07,37.22,2.4
order_00000584,1,prod_00000443,sell_00000021,2024-10-23 18:09:36,54.13,8.81
order_00000584,2,prod_00000125,sell_00000208,2024-10-21 18:09:36,28.17,3.05
order_00000585,1,prod_00000714,sell_00000040,2024-01-24 17:53:44,136.9,13.83
order_00000586,1,prod_00000496,sell_00000192,2025-05-27 01:09:49,49.98,3.87
order_00000587,1,prod_00000736,sell_00000240,2024-07-27 12:12:02,14.7,0.66
order_00000587,2,prod_00000761,sell_00000218,2024-07-30 12:12:02,22.01,1.68
order_00000588,1,prod_00000771,sell_00000185,2026-01-04 23:22:10,81.43,12.53
order_00000588,2,prod_00000046,sell_00000055,2026-01-02 23:22:10,47.49,7.5
order_00000588,3,prod_00000267,sell_00000117,2026-01-04 23:22:10,30.69,2.74
order_00000589,1,prod_00000581,sell_00000144,2025-04-25 06:05:15,61.7,2.12
order_00000590,1,prod_00000301,sell_00000191,2025-09-04 23:55:57,119.05,16.2
order_00000591,1,prod_00000525,sell_00000065,2024-06-08 17:30:14,86.68,9.11
order_00000591,2,prod_00000176,sell_00000041,2024-06-07 17:30:14,174.97,8.72
order_00000591,3,prod_00000179,sell_00000078,2024-06-09 17:30:14,42.82,2.95
order_00000592,1,prod_00000578,sell_00000047,2025-01-17 17:55:57,31.65,2.63
order_00000593,1,prod_00000627,sell_00000075,2025-02-16 04:35:30,95.13,13.96
order_00000594,1,prod_00000511,sell_00000031,2025-01-08 20:40:12,14.74,2.64
order_00000594,2,prod_00000552,sell_00000019,2025-01-07 20:40:12,136.08,17.74
order_00000595,1,prod_00000028,sell_00000218,2025-07-14 23:19:13,90.19,4.21
order_00000596,1,prod_00000695,sell_00000018,2025-02-03 17:38:44,110.22,17.27
order_00000597,1,prod_00000610,sell_00000161,2024-11-09 12:48:31,39.04,6.82
order_00000598,1,prod_00000107,sell_00000173,2026-01-04 08:40:20,26.75,1.95
order_00000599,1,prod_00000678,sell_00000035,2024-02-28 06:09:38,54.12,8.1
order_00000600,1,prod_00000146,sell_00000038,2025-03-02 09:20:31,84.27,9.2
order_00000601,1,prod_00000089,sell_00000172,2024-03-31 10:45:53,10.54,1.52
order_00000602,1,prod_00000405,sell_00000055,2025-04-18 08:38:56,23.99,1.89
order_00000603,1,prod_00000733,sell_00000134,2024-01-16 10:12:57,49.7,1.89
order_00000603,2,prod_00000188,sell_00000223,2024-01-16 10:12:57,17.47,1.07
order_00000604,1,prod_00000443,sell_00000050,2025-02-04 11:17:53,40.53,4.17
order_00000604,2,prod_00000368,sell_00000158,2025-02-05 11:17:53,44.26,5.32
order_00000604,3,prod_00000749,sell_00000168,2025-02-04 11:17:53,291.96,9.15
order_00000604,4,prod_00000064,sell_00000135,2025-02-04 11:17:53,26.31,2.86
order_00000605,1,prod_00000786,sell_00000048,2024-02-22 18:51:17,92.53,5.66
order_00000606,1,prod_00000684,sell_00000043,2024-05-20 04:18:19,215.09,26.8
order_00000606,2,prod_00000591,sell_00000241,2024-05-18 04:18:19,50.73,4.74
order_00000606,3,prod_00000044,sell_00000214,2024-05-16 04:18:19,74.38,9.86
order_00000607,1,prod_00000282,sell_00000078,2024-04-05 11:19:47,48.28,7.58
order_00000608,1,prod_00000503,sell_00000105,2024-07-03 23:54:27,59.69,5.07
order_00000609,1,prod_00000223,sell_00000103,2024-10-03 18:24:09,5.88,0.43
order_00000610,1,prod_00000553,sell_00000040,2024-12-07 11:58:26,89.17,8.61
order_00000610,2,prod_00000104,sell_00000158,2024-12-06 11:58:26,14.44,0.68
order_00000610,3,prod_00000314,sell_00000112,2024-12-09 11:58:26,38.1,3.63
order_00000610,4,prod_00000024,sell_00000217,2024-12-09 11:58:26,27.66,4.05
order_00000611,1,prod_00000621,sell_00000224,2024-12-02 11:14:49,39.18,2.39
order_00000611,2,prod_00000601,sell_00000019,2024-12-02 11:14:49,88.75,8.31
order_00000612,1,prod_00000243,sell_00000226,2024-07-12 14:06:38,36.03,3.17
order_00000613,1,prod_00000554,sell_00000056,2024-09-07 07:49:19,19.85,2.79
order_00000613,2,prod_00000762,sell_00000230,2024-09-10 07:49:19,18.87,3.13
order_00000614,1,prod_00000447,sell_00000192,2024-12-09 13:41:35,92.98,13.78
order_00000615,1,prod_00000097,sell_00000104,2025-05-15 06:38:57,36.11,3.52
order_00000616,1,prod_00000167,sell_00000098,2025-05-11 06:35:58,139.53,20.2
order_00000617,1,prod_00000694,sell_00000079,2025-05-25 12:00:54,95.91,14.02
order_00000617,2,prod_00000766,sell_00000197,2025-05-25 12:00:54,80.66,4.65
order_00000618,1,prod_00000230,sell_00000119,2025-10-16 04:53:03,66.42,10.58
order_00000619,1,prod_00000284,sell_00000145,2025-04-20 19:01:45,96.82,8.13
order_00000619,2,prod_00000691,sell_00000035,2025-04-18 19:01:45,39.33,4.63
order_00000620,1,prod_00000229,sell_00000207,2025-06-22 15:41:50,20.13,3.33
order_00000621,1,prod_00000223,sell_00000171,2025-09-04 16:57:49,29.07,2.54
order_00000622,1,prod_00000517,sell_00000170,2025-08-17 03:45:25,132.14,17.62
order_00000623,1,prod_00000708,sell_00000056,2025-09-27 01:25:36,135.45,7.74
order_00000624,1,prod_00000604,sell_00000178,2025-07-15 03:27:59,14.28,0.87
order_00000624,2,prod_00000093,sell_00000160,2025-07-14 03:27:59,140.13,25.17
order_00000624,3,prod_00000781,sell_00000207,2025-07-17 03:27:59,138.12,20.13
order_00000625,1,prod_00000330,sell_00000081,2024-01-19 19:11:51,23.72,2.26
order_00000625,2,prod_00000009,sell_00000227,2024-01-20 19:11:51,22.15,2.5
order_00000626,1,prod_00000610,sell_00000079,2025-09-02 01:33:36,46.77,5.19
order_00000627,1,prod_00000089,sell_00000221,2025-11-27 01:49:10,65.02,4.46
order_00000628,1,prod_00000394,sell_00000149,2025-07-05 22:01:47,66.04,2.84
order_00000629,1,prod_00000342,sell_00000024,2024-12-18 10:40:16,52.44,6.86
order_00000629,2,prod_00000434,sell_00000136,2024-12-17 10:40:16,68.88,6.06
order_00000630,1,prod_00000113,sell_00000161,2024-05-21 09:43:56,48.31,5.34
order_00000630,2,prod_00000562,sell_00000016,2024-05-20 09:43:56,177.05,27.49
order_00000630,3,prod_00000722,sell_00000134,2024-05-16 09:43:56,103.48,13.41
order_00000631,1,prod_00000160,sell_00000029,2025-11-07 21:05:40,28.08,4.76
order_00000631,2,prod_00000203,sell_00000177,2025-11-11 21:05:40,19.7,2.55
order_00000632,1,prod_00000038,sell_00000221,2025-04-23 21:26:25,41.27,5.53
order_00000633,1,prod_00000358,sell_00000128,2025-05-13 11:30:30,21.61,2.68
order_00000633,2,prod_00000648,sell_00000041,2025-05-13 11:30:30,18.72,3.23
order_00000633,3,prod_00000659,sell_00000107,2025-05-17 11:30:30,31.83,2.92
order_00000634,1,prod_00000734,sell_00000156,2024-03-10 16:38:44,65.84,6.49
order_00000635,1,prod_00000678,sell_00000219,2025-12-02 22:26:13,104.23,7.05
order_00000636,1,prod_00000152,sell_00000178,2024-07-31 17:57:57,151.5,9.79
order_00000636,2,prod_00000253,sell_00000024,2024-08-01 17:57:57,39.29,2.13
order_00000637,1,prod_00000065,sell_00000205,2024-03-17 05:53:06,39.77,4.97
order_00000637,2,prod_00000318,sell_00000098,2024-03-19 05:53:06,72.67,4.46
order_00000637,3,prod_00000697,sell_00000192,2024-03-17 05:53:06,13.82,2.07
order_00000637,4,prod_00000323,sell_00000090,2024-03-15 05:53:06,42.17,5.77
order_00000638,1,prod_00000595,sell_00000053,2025-01-09 04:36:45,9.22,1.37
order_00000638,2,prod_00000295,sell_00000107,2025-01-08 04:36:45,177.09,19.83
order_00000638,3,prod_00000064,sell_00000081,2025-01-07 04:36:45,53.17,7.33
order_00000638,4,prod_00000213,sell_00000181,2025-01-08 04:36:45,64.09,6.46
order_00000639,1,prod_00000192,sell_00000224,2025-01-25 10:04:13,29.28,0.96
order_00000640,1,prod_00000764,sell_00000215,2024-06-01 01:24:11,36.09,2.83
order_00000640,2,prod_00000059,sell_00000129,2024-06-03 01:24:11,36.73,6.54
order_00000640,3,prod_00000025,sell_00000228,2024-06-01 01:24:11,93.2,3.63
order_00000641,1,prod_00000391,sell_00000094,2025-02-18 03:59:25,19.79,2.54
order_00000642,1,prod_00000649,sell_00000248,2024-01-30 04:25:52,29.4,2.53
order_00000643,1,prod_00000703,sell_00000126,2024-07-18 10:23:27,123.59,21.4
order_00000644,1,prod_00000711,sell_00000182,2025-09-18 07:51:15,167.2,27.43
order_00000645,1,prod_00000741,sell_00000124,2025-08-10 12:10:51,54.7,3.91
order_00000646,1,prod_00000409,sell_00000172,2024-05-19 01:23:13,74.76,4.72
order_00000647,1,prod_00000500,sell_00000116,2024-01-26 01:18:07,67.92,10.97
order_00000647,2,prod_00000484,sell_00000083,2024-01-26 01:18:07,17.1,2.84
order_00000647,3,prod_00000156,sell_00000122,2024-01-26 01:18:07,31.02,3.82
order_00000647,4,prod_00000739,sell_00000201,2024-01-26 01:18:07,80.71,6.26
order_00000648,1,prod_00000396,sell_00000081,2025-05-22 22:22:11,17.42,0.85
order_00000648,2,prod_00000221,sell_00000056,2025-05-17 22:22:11,19.79,1.25
order_00000648,3,prod_00000076,sell_00000110,2025-05-22 22:22:11,98.16,9.44
order_00000649,1,prod_00000504,sell_00000247,2025-11-19 00:32:52,60.49,3.23
order_00000649,2,prod_00000245,sell_00000117,2025-11-16 00:32:52,106.82,17.08
order_00000650,1,prod_00000785,sell_00000048,2024-02-11 19:21:50,25.45,3.47
order_00000650,2,prod_00000540,sell_00000036,2024-02-08 19:21:50,7.15,0.53
order_00000651,1,prod_00000190,sell_00000156,2025-10-21 22:50:42,117.49,12.03
order_00000651,2,prod_00000389,sell_00000173,2025-10-23 22:50:42,25.07,2.76
order_00000651,3,prod_00000417,sell_00000221,2025-10-21 22:50:42,25.53,1.87
order_00000651,4,prod_00000116,sell_00000077,2025-10-22 22:50:42,106.29,7.21
order_00000652,1,prod_00000461,sell_00000231,2024-06-29 11:29:31,3.39,0.34
order_00000653,1,prod_00000234,sell_00000206,2024-07-22 10:43:07,150.1,22.21
order_00000654,1,prod_00000194,sell_00000181,2025-07-03 06:04:05,111.19,12.21
order_00000655,1,prod_00000232,sell_00000185,2025-11-05 10:44:33,54.43,7.0
order_00000656,1,prod_00000327,sell_00000053,2024-12-04 00:22:08,77.67,6.74
order_00000657,1,prod_00000139,sell_00000091,2025-04-08 22:55:21,73.53,9.07
order_00000657,2,prod_00000328,sell_00000107,2025-04-07 22:55:21,30.84,4.5
order_00000658,1,prod_00000738,sell_00000075,2024-09-24 21:51:55,67.79,4.31
order_00000659,1,prod_00000589,sell_00000100,2024-03-01 22:22:28,9.44,1.65
order_00000659,2,prod_00000292,sell_00000155,2024-02-26 22:22:28,58.47,10.37
order_00000660,1,prod_00000338,sell_00000166,2024-07-11 05:43:13,19.94,3.48
order_00000660,2,prod_00000204,sell_00000240,2024-07-15 05:43:13,32.19,3.6
order_00000661,1,prod_00000475,sell_00000235,2025-04-08 15:42:00,55.73,2.35
order_00000661,2,prod_00000350,sell_00000203,2025-04-10 15:42:00,19.47,3.23
order_00000662,1,prod_00000083,sell_00000000,2025-01-07 13:30:27,417.99,34.08
order_00000663,1,prod_00000081,sell_00000105,2024-02-14 10:41:19,351.06,30.28
order_00000664,1,prod_00000678,sell_00000024,2024-04-27 03:00:24,82.02,14.69
order_00000665,1,prod_00000283,sell_00000097,2024-05-10 07:15:27,75.11,4.02
order_00000665,2,prod_00000270,sell_00000138,2024-05-08 07:15:27,37.9,6.23
order_00000665,3,prod_00000774,sell_00000178,2024-05-08 07:15:27,51.56,2.34
order_00000666,1,prod_00000247,sell_00000015,2024-04-07 23:38:33,73.77,10.76
order_00000666,2,prod_00000780,sell_00000097,2024-04-06 23:38:33,30.76,3.2
order_00000667,1,prod_00000554,sell_00000012,2025-05-09 07:33:43,122.1,6.79
order_00000667,2,prod_00000726,sell_00000227,2025-05-09 07:33:43,10.49,1.36
order_00000668,1,prod_00000249,sell_00000154,2025-05-06 04:10:59,20.82,1.87
order_00000669,1,prod_00000039,sell_00000182,2025-10-03 00:31:26,14.59,1.7
order_00000669,2,prod_00000551,sell_00000074,2025-10-04 00:31:26,111.77,14.86
order_00000669,3,prod_00000357,sell_00000065,2025-10-06 00:31:26,181.22,17.94
order_00000669,4,prod_00000116,sell_00000038,2025-10-03 00:31:26,39.47,2.58
order_00000670,1,prod_00000414,sell_00000182,2025-03-25 11:16:34,123.38,4.59
order_00000671,1,prod_00000757,sell_00000172,2025-08-05 15:09:12,41.7,5.43
order_00000672,1,prod_00000764,sell_00000106,2024-05-28 05:42:06,57.68,8.72
order_00000673,1,prod_00000753,sell_00000209,2024-03-28 09:37:00,44.21,3.42
order_00000674,1,prod_00000099,sell_00000191,2024-12-08 00:24:20,36.05,4.68
order_00000675,1,prod_00000328,sell_00000100,2025-06-08 23:17:22,98.79,16.87
order_00000675,2,prod_00000248,sell_00000021,2025-06-13 23:17:22,22.24,2.29
order_00000675,3,prod_00000404,sell_00000138,2025-06-08 23:17:22,69.18,3.68
order_00000676,1,prod_00000666,sell_00000109,2024-03-27 01:35:01,51.75,5.86
order_00000676,2,prod_00000130,sell_00000046,2024-03-30 01:35:01,39.83,3.98
order_00000676,3,prod_00000647,sell_00000198,2024-03-28 01:35:01,93.96,12.55
order_00000677,1,prod_00000245,sell_00000239,2025-07-22 03:36:28,24.5,3.17
order_00000678,1,prod_00000085,sell_00000239,2024-06-28 08:34:52,60.53,3.45
order_00000679,1,prod_00000787,sell_00000169,2024-04-16 17:49:31,36.57,5.72
order_00000679,2,prod_00000098,sell_00000246,2024-04-17 17:49:31,85.26,6.15
order_00000680,1,prod_00000365,sell_00000196,2024-08-02 02:20:27,60.86,2.82
order_00000681,1,prod_00000510,sell_00000231,2025-05-02 22:27:56,109.54,17.4
order_00000682,1,prod_00000563,sell_00000196,2025-03-21 22:01:45,40.56,4.21
order_00000683,1,prod_00000646,sell_00000196,2025-10-04 01:01:55,138.13,12.51
order_00000683,2,prod_00000124,sell_00000020,2025-10-05 01:01:55,37.06,1.41
order_00000683,3,prod_00000604,sell_00000125,2025-10-05 01:01:55,13.54,2.23
