customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
cust_00000514,uniq_00000514,84946,joao pessoa,PB
cust_00000515,uniq_00000515,40613,londrina,PR
cust_00000516,uniq_00000516,15720,sao bernardo do campo,SP
cust_00000517,uniq_00000517,71993,guarulhos,SP
cust_00000518,uniq_00000518,60604,nova iguacu,RJ
cust_00000519,uniq_00000519,74923,campinas,SP
cust_00000520,uniq_00000520,26547,recife,PE
cust_00000521,uniq_00000521,87356,vitoria da conquista,BA
cust_00000522,uniq_00000522,23154,londrina,PR
cust_00000523,uniq_00000523,23069,londrina,PR
cust_00000524,uniq_00000524,69890,santo andre,SP
cust_00000525,uniq_00000525,28894,vitoria,ES
cust_00000526,uniq_00000526,95823,feira de santana,BA
cust_00000527,uniq_00000527,19807,salvador,BA
cust_00000528,uniq_00000528,44737,juiz de fora,MG
cust_00000529,uniq_00000529,91691,contagem,MG
cust_00000530,uniq_00000530,95175,juiz de fora,MG
cust_00000531,uniq_00000531,53065,rio de janeiro,RJ
cust_00000532,uniq_00000532,79942,blumenau,SC
cust_00000533,uniq_00000533,51505,londrina,PR
cust_00000534,uniq_00000534,80912,sao bernardo do campo,SP
cust_00000535,uniq_00000535,90931,sao paulo,SP
cust_00000536,uniq_00000536,40771,campo grande,MS
cust_00000537,uniq_00000537,39817,guarulhos,SP
cust_00000538,uniq_00000538,66881,rio branco,AC
cust_00000539,uniq_00000539,93066,porto alegre,RS
cust_00000540,uniq_00000540,68153,sao paulo,SP
cust_00000541,uniq_00000541,49251,campinas,SP
cust_00000542,uniq_00000542,16028,florianopolis,SC
cust_00000543,uniq_00000543,17355,duque de caxias,RJ
cust_00000544,uniq_00000544,56984,contagem,MG
cust_00000545,uniq_00000545,66450,contagem,MG
cust_00000546,uniq_00000546,42007,campinas,SP
cust_00000547,uniq_00000547,64008,santo andre,SP
cust_00000548,uniq_00000548,99364,blumenau,SC
cust_00000549,uniq_00000549,32280,niteroi,RJ
cust_00000550,uniq_00000550,20350,campinas,SP
cust_00000551,uniq_00000551,60140,santo andre,SP
cust_00000552,uniq_00000552,75230,manaus,AM
cust_00000553,uniq_00000553,28758,santo andre,SP
cust_00000554,uniq_00000554,70443,campinas,SP
cust_00000555,uniq_00000555,70236,guarulhos,SP
cust_00000556,uniq_00000556,97404,guarulhos,SP
cust_00000557,uniq_00000557,70981,sao paulo,SP
cust_00000558,uniq_00000558,98815,guarulhos,SP
cust_00000559,uniq_00000559,30706,vitoria da conquista,BA
cust_00000560,uniq_00000560,67898,rio de janeiro,RJ
cust_00000561,uniq_00000561,87014,guarulhos,SP
cust_00000562,uniq_00000562,93746,duque de caxias,RJ
cust_00000563,uniq_00000563,42780,sao bernardo do campo,SP
cust_00000564,uniq_00000564,49599,londrina,PR
cust_00000565,uniq_00000565,60422,campinas,SP
cust_00000566,uniq_00000566,23979,sao bernardo do campo,SP
cust_00000567,uniq_00000567,59986,campinas,SP
cust_00000568,uniq_00000568,85341,duque de caxias,RJ
cust_00000569,uniq_00000569,48696,guarulhos,SP
cust_00000570,uniq_00000570,96275,sao paulo,SP
cust_00000571,uniq_00000571,45976,juiz de fora,MG
cust_00000572,uniq_00000572,84177,curitiba,PR
cust_00000573,uniq_00000573,89482,belo horizonte,MG
cust_00000574,uniq_00000574,47512,juiz de fora,MG
cust_00000575,uniq_00000575,89569,campinas,SP
cust_00000576,uniq_00000576,38705,brasilia,DF
cust_00000577,uniq_00000577,91381,campinas,SP
cust_00000578,uniq_00000578,98835,guarulhos,SP
cust_00000579,uniq_00000579,92345,campinas,SP
cust_00000580,uniq_00000580,92242,sao paulo,SP
cust_00000581,uniq_00000581,50492,sao paulo,SP
cust_00000582,uniq_00000582,14373,sao bernardo do campo,SP
cust_00000583,uniq_00000583,27224,duque de caxias,RJ
cust_00000584,uniq_00000584,48680,sao paulo,SP
cust_00000585,uniq_00000585,64460,duque de caxias,RJ
cust_00000586,uniq_00000586,36318,goiania,GO
cust_00000587,uniq_00000587,80701,niteroi,RJ
cust_00000588,uniq_00000588,79579,duque de caxias,RJ
cust_00000589,uniq_00000589,31567,contagem,MG
cust_00000590,uniq_00000590,73156,joinville,SC
cust_00000591,uniq_00000591,54396,joinville,SC
cust_00000592,uniq_00000592,71385,florianopolis,SC
cust_00000593,uniq_00000593,28449,rio de janeiro,RJ
cust_00000594,uniq_00000594,98647,florianopolis,SC
cust_00000595,uniq_00000595,83048,caucaia,CE
cust_00000596,uniq_00000596,21836,guarulhos,SP
cust_00000597,uniq_00000597,11824,sao bernardo do campo,SP
cust_00000598,uniq_00000598,80329,guarulhos,SP
cust_00000599,uniq_00000599,69609,rio de janeiro,RJ
cust_00000600,uniq_00000600,98188,maceio,AL
cust_00000601,uniq_00000601,86619,guarulhos,SP
cust_00000602,uniq_00000602,93695,sao bernardo do campo,SP
cust_00000603,uniq_00000603,24201,duque de caxias,RJ
cust_00000604,uniq_00000604,71797,campinas,SP
cust_00000605,uniq_00000605,91205,brasilia,DF
cust_00000606,uniq_00000606,52992,pelotas,RS
cust_00000607,uniq_00000607,39015,vitoria da conquista,BA
cust_00000608,uniq_00000608,93283,rio de janeiro,RJ
cust_00000609,uniq_00000609,49608,sao bernardo do campo,SP
cust_00000610,uniq_00000610,25292,sao bernardo do campo,SP
cust_00000611,uniq_00000611,15943,campinas,SP
cust_00000612,uniq_00000612,49893,belo horizonte,MG
cust_00000613,uniq_00000613,25220,feira de santana,BA
cust_00000614,uniq_00000614,40775,belo horizonte,MG
cust_00000615,uniq_00000615,27781,santo andre,SP
cust_00000616,uniq_00000616,69459,sao bernardo do campo,SP
cust_00000617,uniq_00000617,97881,feira de santana,BA
cust_00000618,uniq_00000618,80804,pelotas,RS
cust_00000619,uniq_00000619,86983,sao bernardo do campo,SP
cust_00000620,uniq_00000620,64379,goiania,GO
cust_00000621,uniq_00000621,74139,belo horizonte,MG
cust_00000622,uniq_00000622,63492,pelotas,RS
cust_00000623,uniq_00000623,14288,duque de caxias,RJ
cust_00000624,uniq_00000624,38477,duque de caxias,RJ
cust_00000625,uniq_00000625,68287,sao bernardo do campo,SP
cust_00000626,uniq_00000626,57537,curitiba,PR
cust_00000627,uniq_00000627,99873,brasilia,DF
cust_00000628,uniq_00000628,81364,londrina,PR
cust_00000629,uniq_00000629,17936,guarulhos,SP
cust_00000630,uniq_00000630,46160,sao bernardo do campo,SP
cust_00000631,uniq_00000631,26011,uberlandia,MG
cust_00000632,uniq_00000632,22015,londrina,PR
cust_00000633,uniq_00000633,94109,uberlandia,MG
cust_00000634,uniq_00000634,88269,blumenau,SC
cust_00000635,uniq_00000635,16629,palmas,TO
cust_00000636,uniq_00000636,41925,guarulhos,SP
cust_00000637,uniq_00000637,84000,campinas,SP
cust_00000638,uniq_00000638,18992,goiania,GO
cust_00000639,uniq_00000639,86858,niteroi,RJ
cust_00000640,uniq_00000640,40539,curitiba,PR
cust_00000641,uniq_00000641,29340,duque de caxias,RJ
cust_00000642,uniq_00000642,46342,belo horizonte,MG
cust_00000643,uniq_00000643,27038,niteroi,RJ
cust_00000644,uniq_00000644,32871,duque de caxias,RJ
cust_00000645,uniq_00000645,96646,belo horizonte,MG
cust_00000646,uniq_00000646,27275,belo horizonte,MG
cust_00000647,uniq_00000647,56955,sao paulo,SP
cust_00000648,uniq_00000648,87182,campinas,SP
cust_00000649,uniq_00000649,12068,guarulhos,SP
cust_00000650,uniq_00000650,44782,campinas,SP
cust_00000651,uniq_00000651,26614,sao paulo,SP
cust_00000652,uniq_00000652,65176,blumenau,SC
cust_00000653,uniq_00000653,24896,santo andre,SP
cust_00000654,uniq_00000654,72422,sao paulo,SP
cust_00000655,uniq_00000655,57453,sao bernardo do campo,SP
cust_00000656,uniq_00000656,69245,rio de janeiro,RJ
cust_00000657,uniq_00000657,39038,santo andre,SP
cust_00000658,uniq_00000658,96363,fortaleza,CE
cust_00000659,uniq_00000659,49535,santo andre,SP
cust_00000660,uniq_00000660,94323,sao bernardo do campo,SP
cust_00000661,uniq_00000661,17972,porto alegre,RS
cust_00000662,uniq_00000662,62640,nova iguacu,RJ
cust_00000663,uniq_00000663,99928,sao bernardo do campo,SP
cust_00000664,uniq_00000664,74260,sao paulo,SP
cust_00000665,uniq_00000665,19632,juiz de fora,MG
cust_00000666,uniq_00000666,52219,belo horizonte,MG
cust_00000667,uniq_00000667,18609,goiania,GO
cust_00000668,uniq_00000668,46046,recife,PE
cust_00000669,uniq_00000669,92978,santo andre,SP
cust_00000670,uniq_00000670,81874,santo andre,SP
cust_00000671,uniq_00000671,59925,guarulhos,SP
cust_00000672,uniq_00000672,79541,santo andre,SP
cust_00000673,uniq_00000673,69469,feira de santana,BA
cust_00000674,uniq_00000674,89354,pelotas,RS
cust_00000675,uniq_00000675,22999,joinville,SC
cust_00000676,uniq_00000676,24996,vitoria da conquista,BA
cust_00000677,uniq_00000677,66370,uberlandia,MG
cust_00000678,uniq_00000678,39949,caxias do sul,RS
cust_00000679,uniq_00000679,54424,sao bernardo do campo,SP
cust_00000680,uniq_00000680,62262,jaboatao dos guararapes,PE
cust_00000681,uniq_00000681,22463,sao bernardo do campo,SP
cust_00000682,uniq_00000682,65936,guarulhos,SP
cust_00000683,uniq_00000683,97177,guarulhos,SP
cust_00000684,uniq_00000684,59060,guarulhos,SP
cust_00000685,uniq_00000685,72163,campinas,SP
cust_00000686,uniq_00000686,21957,rio de janeiro,RJ
cust_00000687,uniq_00000687,22219,sao paulo,SP
cust_00000688,uniq_00000688,22656,sao bernardo do campo,SP
cust_00000689,uniq_00000689,27054,jaboatao dos guararapes,PE
cust_00000690,uniq_00000690,86869,belo horizonte,MG
cust_00000691,uniq_00000691,83620,santo andre,SP
cust_00000692,uniq_00000692,97819,duque de caxias,RJ
cust_00000693,uniq_00000693,63845,salvador,BA
cust_00000694,uniq_00000694,97207,guarulhos,SP
cust_00000695,uniq_00000695,16743,sao luis,MA
cust_00000696,uniq_00000696,88696,contagem,MG
cust_00000697,uniq_00000697,56090,contagem,MG
cust_00000698,uniq_00000698,85748,porto velho,RO
cust_00000699,uniq_00000699,30280,uberlandia,MG
cust_00000700,uniq_00000700,39392,sao bernardo do campo,SP
cust_00000701,uniq_00000701,55890,rio de janeiro,RJ
cust_00000702,uniq_00000702,25058,duque de caxias,RJ
cust_00000703,uniq_00000703,85248,joinville,SC
cust_00000704,uniq_00000704,66244,vitoria,ES
cust_00000705,uniq_00000705,89822,maceio,AL
cust_00000706,uniq_00000706,13794,contagem,MG
cust_00000707,uniq_00000707,45818,campinas,SP
cust_00000708,uniq_00000708,54541,duque de caxias,RJ
cust_00000709,uniq_00000709,10800,brasilia,DF
cust_00000710,uniq_00000710,28776,salvador,BA
cust_00000711,uniq_00000711,19120,campo grande,MS
cust_00000712,uniq_00000712,92991,brasilia,DF
cust_00000713,uniq_00000713,22026,recife,PE
cust_00000714,uniq_00000714,59308,uberlandia,MG
cust_00000715,uniq_00000715,69460,caxias do sul,RS
cust_00000716,uniq_00000716,30631,guarulhos,SP
cust_00000717,uniq_00000717,50846,guarulhos,SP
cust_00000718,uniq_00000718,84395,guarulhos,SP
cust_00000719,uniq_00000719,21135,santo andre,SP
cust_00000720,uniq_00000720,30392,belo horizonte,MG
cust_00000721,uniq_00000721,90981,uberlandia,MG
cust_00000722,uniq_00000722,98338,sao paulo,SP
cust_00000723,uniq_00000723,45665,sao paulo,SP
cust_00000724,uniq_00000724,96761,joinville,SC
cust_00000725,uniq_00000725,73656,sao bernardo do campo,SP
cust_00000726,uniq_00000726,67939,blumenau,SC
cust_00000727,uniq_00000727,45804,sao bernardo do campo,SP
cust_00000728,uniq_00000728,77154,campinas,SP
cust_00000729,uniq_00000729,55242,belem,PA
cust_00000730,uniq_00000730,24534,sao bernardo do campo,SP
cust_00000731,uniq_00000731,98895,contagem,MG
cust_00000732,uniq_00000732,73783,santo andre,SP
cust_00000733,uniq_00000733,15952,jaboatao dos guararapes,PE
cust_00000734,uniq_00000734,61807,uberlandia,MG
cust_00000735,uniq_00000735,17180,pelotas,RS
cust_00000736,uniq_00000736,36794,salvador,BA
cust_00000737,uniq_00000737,37686,duque de caxias,RJ
cust_00000738,uniq_00000738,43491,campinas,SP
cust_00000739,uniq_00000739,53007,guarulhos,SP
cust_00000740,uniq_00000740,11013,curitiba,PR
cust_00000741,uniq_00000741,66446,sao bernardo do campo,SP
cust_00000742,uniq_00000742,26932,salvador,BA
cust_00000743,uniq_00000743,79806,sao bernardo do campo,SP
cust_00000744,uniq_00000744,40161,vitoria da conquista,BA
cust_00000745,uniq_00000745,19447,jaboatao dos guararapes,PE
cust_00000746,uniq_00000746,15544,sao bernardo do campo,SP
cust_00000747,uniq_00000747,12456,sao bernardo do campo,SP
cust_00000748,uniq_00000748,20205,sao bernardo do campo,SP
cust_00000749,uniq_00000749,85465,contagem,MG
cust_00000750,uniq_00000750,85156,sao bernardo do campo,SP
cust_00000751,uniq_00000751,93904,juiz de fora,MG
cust_00000752,uniq_00000752,47947,campo grande,MS
cust_00000753,uniq_00000753,63088,rio de janeiro,RJ
cust_00000754,uniq_00000754,52568,sao paulo,SP
cust_00000755,uniq_00000755,91018,brasilia,DF
cust_00000756,uniq_00000756,57428,nova iguacu,RJ
cust_00000757,uniq_00000757,67240,porto alegre,RS
cust_00000758,uniq_00000758,41891,sao paulo,SP
cust_00000759,uniq_00000759,87184,sao bernardo do campo,SP
cust_00000760,uniq_00000760,78676,caxias do sul,RS
cust_00000761,uniq_00000761,61873,sao paulo,SP
cust_00000762,uniq_00000762,54500,guarulhos,SP
cust_00000763,uniq_00000763,53655,salvador,BA
cust_00000764,uniq_00000764,20011,niteroi,RJ
cust_00000765,uniq_00000765,79547,belo horizonte,MG
cust_00000766,uniq_00000766,55793,sao luis,MA
cust_00000767,uniq_00000767,94599,guarulhos,SP
cust_00000768,uniq_00000768,40968,niteroi,RJ
cust_00000769,uniq_00000769,29194,sao paulo,SP
cust_00000770,uniq_00000770,35856,guarulhos,SP
cust_00000771,uniq_00000771,88957,natal,RN
cust_00000772,uniq_00000772,95918,florianopolis,SC
cust_00000773,uniq_00000773,33218,sao paulo,SP
cust_00000774,uniq_00000774,74764,maringa,PR
cust_00000775,uniq_00000775,83889,campo grande,MS
cust_00000776,uniq_00000776,99277,sao luis,MA
cust_00000777,uniq_00000777,94278,santo andre,SP
cust_00000778,uniq_00000778,92210,contagem,MG
cust_00000779,uniq_00000779,29786,guarulhos,SP
cust_00000780,uniq_00000780,18950,sao bernardo do campo,SP
cust_00000781,uniq_00000781,67961,sao bernardo do campo,SP
cust_00000782,uniq_00000782,46002,duque de caxias,RJ
cust_00000783,uniq_00000783,17362,santo andre,SP
cust_00000784,uniq_00000784,76497,guarulhos,SP
cust_00000785,uniq_00000785,50685,sao paulo,SP
cust_00000786,uniq_00000786,69233,sao bernardo do campo,SP
cust_00000787,uniq_00000787,17456,rio de janeiro,RJ
cust_00000788,uniq_00000788,47627,guarulhos,SP
cust_00000789,uniq_00000789,94497,sao paulo,SP
cust_00000790,uniq_00000790,90610,campo grande,MS
cust_00000791,uniq_00000791,76462,santo andre,SP
cust_00000792,uniq_00000792,70648,sao bernardo do campo,SP
cust_00000793,uniq_00000793,82655,santo andre,SP
cust_00000794,uniq_00000794,15376,maringa,PR
cust_00000795,uniq_00000795,84928,caxias do sul,RS
cust_00000796,uniq_00000796,52143,uberlandia,MG
cust_00000797,uniq_00000797,72341,maringa,PR
cust_00000798,uniq_00000798,29773,santo andre,SP
cust_00000799,uniq_00000799,69050,sao paulo,SP
cust_00000800,uniq_00000800,55015,sao paulo,SP
cust_00000801,uniq_00000801,76132,sao paulo,SP
cust_00000802,uniq_00000802,15130,niteroi,RJ
cust_00000803,uniq_00000803,67377,campinas,SP
cust_00000804,uniq_00000804,78690,porto velho,RO
cust_00000805,uniq_00000805,89928,maringa,PR
cust_00000806,uniq_00000806,57696,florianopolis,SC
cust_00000807,uniq_00000807,47079,guarulhos,SP
cust_00000808,uniq_00000808,63578,sao bernardo do campo,SP
cust_00000809,uniq_00000809,98984,guarulhos,SP
cust_00000810,uniq_00000810,92691,cuiaba,MT
cust_00000811,uniq_00000811,18639,contagem,MG
cust_00000812,uniq_00000812,22387,guarulhos,SP
cust_00000813,uniq_00000813,47243,cuiaba,MT
cust_00000814,uniq_00000814,96057,joinville,SC
cust_00000815,uniq_00000815,29709,santo andre,SP
cust_00000816,uniq_00000816,20682,guarulhos,SP
cust_00000817,uniq_00000817,96980,santo andre,SP
cust_00000818,uniq_00000818,55851,salvador,BA
cust_00000819,uniq_00000819,95990,caxias do sul,RS
cust_00000820,uniq_00000820,26901,sao bernardo do campo,SP
cust_00000821,uniq_00000821,21104,santo andre,SP
cust_00000822,uniq_00000822,83259,guarulhos,SP
cust_00000823,uniq_00000823,94343,sao bernardo do campo,SP
cust_00000824,uniq_00000824,26750,guarulhos,SP
cust_00000825,uniq_00000825,94675,brasilia,DF
cust_00000826,uniq_00000826,76648,sao bernardo do campo,SP
cust_00000827,uniq_00000827,12389,guarulhos,SP
cust_00000828,uniq_00000828,50483,joinville,SC
cust_00000829,uniq_00000829,38074,uberlandia,MG
cust_00000830,uniq_00000830,73736,caxias do sul,RS
cust_00000831,uniq_00000831,39693,uberlandia,MG
cust_00000832,uniq_00000832,30308,campinas,SP
cust_00000833,uniq_00000833,48770,sao paulo,SP
cust_00000834,uniq_00000834,76543,sao paulo,SP
cust_00000835,uniq_00000835,96760,rio de janeiro,RJ
cust_00000836,uniq_00000836,91006,londrina,PR
cust_00000837,uniq_00000837,88282,florianopolis,SC
cust_00000838,uniq_00000838,30218,sao bernardo do campo,SP
cust_00000839,uniq_00000839,33703,uberlandia,MG
cust_00000840,uniq_00000840,31697,santo andre,SP
cust_00000841,uniq_00000841,67366,maringa,PR
cust_00000842,uniq_00000842,63852,salvador,BA
cust_00000843,uniq_00000843,98652,guarulhos,SP
cust_00000844,uniq_00000844,68222,niteroi,RJ
cust_00000845,uniq_00000845,68841,brasilia,DF
cust_00000846,uniq_00000846,79993,niteroi,RJ
cust_00000847,uniq_00000847,50562,brasilia,DF
cust_00000848,uniq_00000848,35430,sao bernardo do campo,SP
cust_00000849,uniq_00000849,98907,joinville,SC
cust_00000850,uniq_00000850,70513,juiz de fora,MG
cust_00000851,uniq_00000851,60052,guarulhos,SP
cust_00000852,uniq_00000852,31241,juiz de fora,MG
cust_00000853,uniq_00000853,89254,campinas,SP
cust_00000854,uniq_00000854,42768,porto alegre,RS
cust_00000855,uniq_00000855,94040,sao paulo,SP
cust_00000856,uniq_00000856,58655,caxias do sul,RS
cust_00000857,uniq_00000857,23446,santo andre,SP
cust_00000858,uniq_00000858,26341,santo andre,SP
cust_00000859,uniq_00000859,20993,joao pessoa,PB
cust_00000860,uniq_00000860,45755,campinas,SP
cust_00000861,uniq_00000861,77286,caxias do sul,RS
cust_00000862,uniq_00000862,67340,campinas,SP
cust_00000863,uniq_00000863,39102,rio de janeiro,RJ
cust_00000864,uniq_00000864,55820,juiz de fora,MG
cust_00000865,uniq_00000865,64381,sao paulo,SP
cust_00000866,uniq_00000866,61964,belo horizonte,MG
cust_00000867,uniq_00000867,59015,santo andre,SP
cust_00000868,uniq_00000868,60615,porto alegre,RS
cust_00000869,uniq_00000869,59140,sao paulo,SP
cust_00000870,uniq_00000870,13694,cuiaba,MT
cust_00000871,uniq_00000871,22987,contagem,MG
cust_00000872,uniq_00000872,29142,guarulhos,SP
cust_00000873,uniq_00000873,15020,campinas,SP
cust_00000874,uniq_00000874,71925,guarulhos,SP
cust_00000875,uniq_00000875,28191,pelotas,RS
cust_00000876,uniq_00000876,68799,sao bernardo do campo,SP
cust_00000877,uniq_00000877,20384,rio de janeiro,RJ
cust_00000878,uniq_00000878,43544,porto alegre,RS
cust_00000879,uniq_00000879,29597,uberlandia,MG
cust_00000880,uniq_00000880,89807,pelotas,RS
cust_00000881,uniq_00000881,65476,santo andre,SP
cust_00000882,uniq_00000882,47762,sao paulo,SP
cust_00000883,uniq_00000883,49472,uberlandia,MG
cust_00000884,uniq_00000884,16258,cuiaba,MT
cust_00000885,uniq_00000885,65027,salvador,BA
cust_00000886,uniq_00000886,69914,santo andre,SP
cust_00000887,uniq_00000887,24530,curitiba,PR
cust_00000888,uniq_00000888,88215,sao bernardo do campo,SP
cust_00000889,uniq_00000889,92831,rio de janeiro,RJ
cust_00000890,uniq_00000890,28818,recife,PE
cust_00000891,uniq_00000891,66261,duque de caxias,RJ
cust_00000892,uniq_00000892,90584,porto alegre,RS
cust_00000893,uniq_00000893,41531,contagem,MG
cust_00000894,uniq_00000894,34551,nova iguacu,RJ
cust_00000895,uniq_00000895,78614,rio de janeiro,RJ
cust_00000896,uniq_00000896,18870,contagem,MG
cust_00000897,uniq_00000897,81313,santo andre,SP
cust_00000898,uniq_00000898,76535,vitoria da conquista,BA
cust_00000899,uniq_00000899,12665,santo andre,SP
cust_00000900,uniq_00000900,71621,nova iguacu,RJ
cust_00000901,uniq_00000901,93318,sao paulo,SP
cust_00000902,uniq_00000902,58929,sao bernardo do campo,SP
cust_00000903,uniq_00000903,12128,duque de caxias,RJ
cust_00000904,uniq_00000904,18855,duque de caxias,RJ
cust_00000905,uniq_00000905,41604,brasilia,DF
cust_00000906,uniq_00000906,86271,brasilia,DF
cust_00000907,uniq_00000907,27486,contagem,MG
cust_00000908,uniq_00000908,56176,sao paulo,SP
cust_00000909,uniq_00000909,54374,santo andre,SP
cust_00000910,uniq_00000910,99742,niteroi,RJ
cust_00000911,uniq_00000911,72722,sao bernardo do campo,SP
cust_00000912,uniq_00000912,27675,niteroi,RJ
cust_00000913,uniq_00000913,69988,sao paulo,SP
cust_00000914,uniq_00000914,48462,sao paulo,SP
cust_00000915,uniq_00000915,15741,niteroi,RJ
cust_00000916,uniq_00000916,15492,niteroi,RJ
cust_00000917,uniq_00000917,50642,guarulhos,SP
cust_00000918,uniq_00000918,81176,aparecida de goiania,GO
cust_00000919,uniq_00000919,43202,sao bernardo do campo,SP
cust_00000920,uniq_00000920,94790,sao paulo,SP
cust_00000921,uniq_00000921,47501,campinas,SP
cust_00000922,uniq_00000922,16265,guarulhos,SP
cust_00000923,uniq_00000923,45811,guarulhos,SP
cust_00000924,uniq_00000924,58237,belo horizonte,MG
cust_00000925,uniq_00000925,62431,sao bernardo do campo,SP
cust_00000926,uniq_00000926,67637,vitoria da conquista,BA
cust_00000927,uniq_00000927,54438,nova iguacu,RJ
cust_00000928,uniq_00000928,75038,niteroi,RJ
cust_00000929,uniq_00000929,58148,aparecida de goiania,GO
cust_00000930,uniq_00000930,44959,santo andre,SP
cust_00000931,uniq_00000931,65640,rio de janeiro,RJ
cust_00000932,uniq_00000932,66440,sao paulo,SP
cust_00000933,uniq_00000933,81496,manaus,AM
cust_00000934,uniq_00000934,52101,guarulhos,SP
cust_00000935,uniq_00000935,20494,sao paulo,SP
cust_00000936,uniq_00000936,96628,caxias do sul,RS
cust_00000937,uniq_00000937,50173,guarulhos,SP
cust_00000938,uniq_00000938,88986,nova iguacu,RJ
cust_00000939,uniq_00000939,31842,sao bernardo do campo,SP
cust_00000940,uniq_00000940,68183,blumenau,SC
cust_00000941,uniq_00000941,68606,duque de caxias,RJ
cust_00000942,uniq_00000942,56210,belo horizonte,MG
cust_00000943,uniq_00000943,67008,santo andre,SP
cust_00000944,uniq_00000944,93816,caucaia,CE
cust_00000945,uniq_00000945,19835,belo horizonte,MG
cust_00000946,uniq_00000946,57619,juiz de fora,MG
cust_00000947,uniq_00000947,99051,pelotas,RS
cust_00000948,uniq_00000948,14081,campinas,SP
cust_00000949,uniq_00000949,89635,campinas,SP
cust_00000950,uniq_00000950,14561,sao bernardo do campo,SP
cust_00000951,uniq_00000951,18812,campinas,SP
cust_00000952,uniq_00000952,94562,florianopolis,SC
cust_00000953,uniq_00000953,57467,guarulhos,SP
cust_00000954,uniq_00000954,84349,sao bernardo do campo,SP
cust_00000955,uniq_00000955,89310,porto alegre,RS
cust_00000956,uniq_00000956,99006,campinas,SP
cust_00000957,uniq_00000957,58623,joinville,SC
cust_00000958,uniq_00000958,68188,guarulhos,SP
cust_00000959,uniq_00000959,85225,rio de janeiro,RJ
cust_00000960,uniq_00000960,79397,campinas,SP
cust_00000961,uniq_00000961,62171,jaboatao dos guararapes,PE
cust_00000962,uniq_00000962,95139,jaboatao dos guararapes,PE
cust_00000963,uniq_00000963,42717,contagem,MG
cust_00000964,uniq_00000964,13396,brasilia,DF
cust_00000965,uniq_00000965,75410,campinas,SP
cust_00000966,uniq_00000966,60723,blumenau,SC
cust_00000967,uniq_00000967,44311,belo horizonte,MG
cust_00000968,uniq_00000968,68493,londrina,PR
cust_00000969,uniq_00000969,90199,uberlandia,MG
cust_00000970,uniq_00000970,74382,contagem,MG
cust_00000971,uniq_00000971,26074,campinas,SP
cust_00000972,uniq_00000972,19706,belem,PA
cust_00000973,uniq_00000973,32630,nova iguacu,RJ
cust_00000974,uniq_00000974,21506,juiz de fora,MG
cust_00000975,uniq_00000975,51889,pelotas,RS
cust_00000976,uniq_00000976,55537,serra,ES
cust_00000977,uniq_00000977,18511,pelotas,RS
cust_00000978,uniq_00000978,81063,santo andre,SP
cust_00000979,uniq_00000979,49315,contagem,MG
cust_00000980,uniq_00000980,93584,niteroi,RJ
cust_00000981,uniq_00000981,57381,campinas,SP
cust_00000982,uniq_00000982,39391,vitoria da conquista,BA
cust_00000983,uniq_00000983,36342,sao paulo,SP
cust_00000984,uniq_00000984,41029,campinas,SP
cust_00000985,uniq_00000985,13445,juiz de fora,MG
cust_00000986,uniq_00000986,82616,guarulhos,SP
cust_00000987,uniq_00000987,71263,contagem,MG
cust_00000988,uniq_00000988,90209,brasilia,DF
cust_00000989,uniq_00000989,18617,curitiba,PR
cust_00000990,uniq_00000990,62187,manaus,AM
cust_00000991,uniq_00000991,78903,nova iguacu,RJ
cust_00000992,uniq_00000992,63665,natal,RN
cust_00000993,uniq_00000993,19666,serra,ES
cust_00000994,uniq_00000994,51553,campinas,SP
cust_00000995,uniq_00000995,68979,rio de janeiro,RJ
cust_00000996,uniq_00000996,99143,sao bernardo do campo,SP
cust_00000997,uniq_00000997,55156,blumenau,SC
cust_00000998,uniq_00000998,82260,campinas,SP
cust_00000999,uniq_00000999,33850,santo andre,SP
cust_00001000,uniq_00001000,66704,campinas,SP
cust_00001001,uniq_00001001,17263,santo andre,SP
cust_00001002,uniq_00001002,77908,sao paulo,SP
cust_00001003,uniq_00001003,49862,campinas,SP
cust_00001004,uniq_00001004,31229,campinas,SP
cust_00001005,uniq_00001005,39552,duque de caxias,RJ
cust_00001006,uniq_00001006,78012,guarulhos,SP
cust_00001007,uniq_00001007,20336,londrina,PR
cust_00001008,uniq_00001008,35729,joinville,SC
cust_00001009,uniq_00001009,26406,duque de caxias,RJ
cust_00001010,uniq_00001010,90534,guarulhos,SP
cust_00001011,uniq_00001011,75873,rio de janeiro,RJ
cust_00001012,uniq_00001012,87569,campinas,SP
cust_00001013,uniq_00001013,30210,santo andre,SP
cust_00001014,uniq_00001014,96341,campinas,SP
cust_00001015,uniq_00001015,83874,contagem,MG
cust_00001016,uniq_00001016,13718,sao paulo,SP
cust_00001017,uniq_00001017,15958,belo horizonte,MG
cust_00001018,uniq_00001018,44688,santo andre,SP
cust_00001019,uniq_00001019,84991,campinas,SP
cust_00001020,uniq_00001020,91016,ananindeua,PA
cust_00001021,uniq_00001021,75278,sao paulo,SP
cust_00001022,uniq_00001022,47967,santo andre,SP
cust_00001023,uniq_00001023,49596,vitoria da conquista,BA
cust_00001024,uniq_00001024,42096,caxias do sul,RS
cust_00001025,uniq_00001025,48985,aparecida de goiania,GO
cust_00001026,uniq_00001026,19564,sao bernardo do campo,SP
