product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
prod_00000452,bebes,75,309,4,573,98,10,5
prod_00000453,fashion_bolsas_e_acessorios,65,1587,4,4320,77,33,42
prod_00000454,informatica_acessorios,66,2623,1,1243,86,26,18
prod_00000455,papelaria,30,202,2,1118,95,40,21
prod_00000456,fashion_bolsas_e_acessorios,70,323,2,2429,83,59,32
prod_00000457,telefonia,30,710,4,5478,68,25,5
prod_00000458,esporte_lazer,48,1531,3,3927,82,35,21
prod_00000459,moveis_escritorio,78,163,2,1181,84,38,16
prod_00000460,cama_mesa_banho,79,2647,4,1312,21,17,12
prod_00000461,eletronicos,35,2849,5,2972,38,39,33
prod_00000462,relogios_presentes,50,432,4,268,81,45,44
prod_00000463,moveis_decoracao,72,276,1,978,41,42,32
prod_00000464,perfumaria,34,314,5,2078,22,43,27
prod_00000465,brinquedos,69,718,4,247,23,21,28
prod_00000466,telefonia,72,2850,2,4393,81,25,41
prod_00000467,esporte_lazer,26,1648,5,1353,41,20,51
prod_00000468,cama_mesa_banho,28,527,5,2950,93,48,19
prod_00000469,fashion_bolsas_e_acessorios,75,1295,2,4555,18,5,39
prod_00000470,brinquedos,63,1655,5,140,42,20,40
prod_00000471,utilidades_domesticas,25,2230,2,1383,27,46,32
prod_00000472,papelaria,79,2983,5,1058,89,49,51
prod_00000473,construcao_ferramentas_construcao,21,2055,1,2906,48,27,30
prod_00000474,construcao_ferramentas_construcao,30,861,2,1001,23,18,11
prod_00000475,cama_mesa_banho,42,2553,4,2511,36,6,43
prod_00000476,papelaria,70,977,3,5382,72,51,9
prod_00000477,papelaria,27,1713,5,1284,80,11,54
prod_00000478,moveis_decoracao,65,861,4,1852,78,5,5
prod_00000479,bebes,76,1185,4,1356,84,30,48
prod_00000480,utilidades_domesticas,22,553,3,1944,83,38,28
prod_00000481,perfumaria,65,2144,1,950,41,15,38
prod_00000482,papelaria,43,1882,5,808,25,29,41
prod_00000483,cama_mesa_banho,27,896,4,2266,55,29,46
prod_00000484,esporte_lazer,42,1062,2,2914,48,11,50
prod_00000485,bebes,24,2283,2,722,91,53,45
prod_00000486,cool_stuff,64,883,5,1623,17,51,57
prod_00000487,pet_shop,74,1910,3,2168,18,34,21
prod_00000488,beleza_saude,59,2575,3,8054,70,20,30
prod_00000489,brinquedos,76,2480,1,1298,66,58,31
prod_00000490,eletronicos,71,377,5,1820,87,52,35
prod_00000491,automotivo,64,1829,4,2765,23,13,14
prod_00000492,agro_industria_e_comercio,26,895,1,743,26,56,8
prod_00000493,moveis_escritorio,32,1740,3,4459,11,37,16
prod_00000494,construcao_ferramentas_construcao,41,1261,1,216,72,56,27
prod_00000495,relogios_presentes,49,1294,4,906,30,47,13
prod_00000496,esporte_lazer,26,371,2,311,46,36,49
prod_00000497,agro_industria_e_comercio,41,1139,4,2934,23,15,23
prod_00000498,cool_stuff,42,261,4,480,37,44,20
prod_00000499,beleza_saude,69,2303,4,14840,69,16,20
prod_00000500,pet_shop,72,660,4,1650,99,26,13
prod_00000501,perfumaria,24,1076,1,412,11,57,59
prod_00000502,beleza_saude,26,866,4,1020,84,35,7
prod_00000503,informatica_acessorios,78,1573,3,10535,65,19,21
prod_00000504,bebes,67,2199,5,3306,25,41,7
prod_00000505,perfumaria,78,1566,3,3388,73,54,25
prod_00000506,papelaria,60,1579,3,1831,87,43,45
prod_00000507,agro_industria_e_comercio,47,578,1,5637,44,44,26
prod_00000508,beleza_saude,64,2200,5,681,89,54,53
prod_00000509,perfumaria,26,2305,3,838,64,27,12
prod_00000510,perfumaria,36,2908,4,4242,92,33,24
prod_00000511,utilidades_domesticas,39,2658,2,3794,21,37,29
prod_00000512,moveis_escritorio,44,1368,4,760,80,36,16
prod_00000513,esporte_lazer,54,738,1,1785,87,17,48
prod_00000514,moveis_escritorio,52,451,3,1034,75,22,17
prod_00000515,relogios_presentes,48,2505,4,644,69,33,26
prod_00000516,moveis_decoracao,55,100,3,1482,43,52,37
prod_00000517,cool_stuff,23,1281,5,1927,93,30,19
prod_00000518,telefonia,26,2474,2,376,24,37,57
prod_00000519,moveis_escritorio,36,1443,4,8336,70,17,48
prod_00000520,informatica_acessorios,43,345,5,1311,83,26,34
prod_00000521,fashion_bolsas_e_acessorios,49,607,3,1896,95,33,29
prod_00000522,construcao_ferramentas_construcao,77,241,2,2233,27,58,40
prod_00000523,relogios_presentes,40,1944,3,3271,25,32,8
prod_00000524,telefonia,70,1434,1,18303,48,17,48
prod_00000525,cool_stuff,55,2753,1,2224,77,27,25
prod_00000526,perfumaria,40,635,5,2321,85,18,54
prod_00000527,automotivo,79,882,3,1346,49,45,9
prod_00000528,pet_shop,24,2874,3,720,30,24,5
prod_00000529,eletronicos,58,210,1,317,17,30,32
prod_00000530,automotivo,53,1008,4,3464,71,27,26
prod_00000531,beleza_saude,40,793,3,677,77,37,51
prod_00000532,esporte_lazer,31,428,3,3693,98,5,7
prod_00000533,perfumaria,59,2687,3,5684,55,5,42
prod_00000534,perfumaria,72,390,2,2066,33,32,26
prod_00000535,papelaria,64,115,5,1303,71,47,27
prod_00000536,fashion_bolsas_e_acessorios,33,1190,3,2148,78,53,37
prod_00000537,pet_shop,70,2934,4,31128,79,19,40
prod_00000538,pet_shop,75,1988,3,2807,42,45,50
prod_00000539,informatica_acessorios,66,667,5,5299,40,5,38
prod_00000540,fashion_bolsas_e_acessorios,37,2101,4,1262,77,36,14
prod_00000541,moveis_escritorio,62,1960,1,3636,78,15,39
prod_00000542,moveis_escritorio,46,295,2,6199,17,53,28
prod_00000543,brinquedos,58,260,1,2799,28,6,59
prod_00000544,papelaria,30,326,1,1179,75,5,11
prod_00000545,agro_industria_e_comercio,39,1550,4,2178,30,55,50
prod_00000546,perfumaria,54,2411,2,1718,80,6,5
prod_00000547,esporte_lazer,77,100,3,1109,16,28,9
prod_00000548,relogios_presentes,40,2421,2,4091,82,53,37
prod_00000549,papelaria,52,554,4,5199,37,27,57
prod_00000550,esporte_lazer,51,655,2,995,97,22,20
prod_00000551,esporte_lazer,60,520,1,1863,34,12,28
prod_00000552,bebes,39,979,4,2372,79,7,22
prod_00000553,utilidades_domesticas,66,1611,2,431,65,27,39
prod_00000554,brinquedos,25,2777,2,8539,24,31,36
prod_00000555,esporte_lazer,31,1123,5,340,73,11,26
prod_00000556,informatica_acessorios,46,2098,5,2330,22,30,7
prod_00000557,utilidades_domesticas,48,2597,4,485,96,40,53
prod_00000558,automotivo,25,750,2,95,95,33,58
prod_00000559,informatica_acessorios,48,424,2,434,83,57,13
prod_00000560,moveis_decoracao,40,2480,2,1836,61,38,46
prod_00000561,fashion_bolsas_e_acessorios,54,970,1,1051,81,36,59
prod_00000562,moveis_decoracao,52,2065,2,703,84,6,38
prod_00000563,relogios_presentes,63,2386,1,716,87,29,52
prod_00000564,pet_shop,46,491,1,4839,27,30,35
prod_00000565,cama_mesa_banho,56,2316,2,3986,99,55,16
prod_00000566,brinquedos,60,2066,1,428,62,58,49
prod_00000567,eletronicos,50,2081,5,258,89,6,49
prod_00000568,moveis_escritorio,37,1990,5,926,92,54,29
prod_00000569,moveis_decoracao,57,2626,4,7130,77,43,11
prod_00000570,fashion_bolsas_e_acessorios,77,2906,2,543,96,40,36
prod_00000571,perfumaria,43,1660,5,671,28,11,48
prod_00000572,eletronicos,77,1868,1,818,27,43,5
prod_00000573,papelaria,22,2530,5,10971,39,15,26
prod_00000574,cama_mesa_banho,66,1724,3,2216,73,58,8
prod_00000575,brinquedos,69,458,3,441,40,33,40
prod_00000576,relogios_presentes,32,460,1,649,20,56,15
prod_00000577,esporte_lazer,68,765,5,2048,23,20,14
prod_00000578,cama_mesa_banho,50,322,4,3754,53,13,19
prod_00000579,telefonia,28,1194,2,1080,33,16,24
prod_00000580,pet_shop,75,689,5,188,52,36,59
prod_00000581,cool_stuff,72,1355,4,6848,17,39,46
prod_00000582,eletronicos,32,1356,5,1485,15,37,19
prod_00000583,construcao_ferramentas_construcao,34,1905,5,4524,99,52,21
prod_00000584,cool_stuff,62,2130,4,1842,96,17,37
prod_00000585,cool_stuff,48,2328,2,1073,24,54,13
prod_00000586,fashion_bolsas_e_acessorios,45,358,4,4751,93,9,14
prod_00000587,construcao_ferramentas_construcao,35,2210,1,2955,53,29,34
prod_00000588,pet_shop,33,953,3,1596,51,24,39
prod_00000589,moveis_escritorio,41,2226,3,1671,63,38,28
prod_00000590,papelaria,25,2932,4,1197,82,14,25
prod_00000591,papelaria,77,261,5,668,52,15,37
prod_00000592,brinquedos,77,657,5,973,73,27,13
prod_00000593,construcao_ferramentas_construcao,75,1913,4,8130,74,55,14
prod_00000594,moveis_decoracao,34,855,4,1527,38,51,51
prod_00000595,brinquedos,46,1788,4,2297,98,45,5
prod_00000596,utilidades_domesticas,24,1100,4,2154,67,52,22
prod_00000597,automotivo,21,1348,3,882,71,47,46
prod_00000598,telefonia,36,2279,1,471,37,11,53
prod_00000599,fashion_bolsas_e_acessorios,55,2925,1,320,45,35,23
prod_00000600,perfumaria,37,2388,4,636,50,54,38
prod_00000601,brinquedos,44,2100,5,2849,42,27,13
prod_00000602,beleza_saude,25,293,1,806,49,30,42
prod_00000603,moveis_decoracao,54,570,4,1706,68,46,18
prod_00000604,perfumaria,72,1883,2,3255,74,46,42
prod_00000605,brinquedos,73,1776,2,487,53,28,36
prod_00000606,papelaria,49,425,1,3136,66,50,19
prod_00000607,utilidades_domesticas,79,2042,4,514,66,5,12
prod_00000608,agro_industria_e_comercio,22,2929,1,1556,60,45,44
prod_00000609,utilidades_domesticas,48,838,2,5498,57,34,19
prod_00000610,moveis_escritorio,72,1604,2,3818,45,8,15
prod_00000611,brinquedos,60,1407,1,1580,89,13,15
prod_00000612,utilidades_domesticas,25,2526,1,846,57,41,25
prod_00000613,utilidades_domesticas,52,1588,5,795,62,44,14
prod_00000614,moveis_decoracao,37,1298,4,266,54,7,26
prod_00000615,utilidades_domesticas,46,2436,2,645,84,50,14
prod_00000616,telefonia,58,2906,4,4201,35,15,42
prod_00000617,informatica_acessorios,46,301,5,735,88,34,34
prod_00000618,beleza_saude,27,571,3,1247,15,46,54
prod_00000619,cool_stuff,67,2293,3,1597,59,34,17
prod_00000620,construcao_ferramentas_construcao,58,2031,2,3440,23,21,53
prod_00000621,moveis_decoracao,22,329,5,2335,18,25,45
prod_00000622,papelaria,27,820,3,1903,93,49,52
prod_00000623,automotivo,60,2078,5,529,76,14,24
prod_00000624,perfumaria,21,1278,2,28531,15,43,51
prod_00000625,utilidades_domesticas,37,556,1,1377,51,8,24
prod_00000626,relogios_presentes,47,804,4,4250,25,30,59
prod_00000627,moveis_escritorio,50,1316,1,1056,25,59,41
prod_00000628,beleza_saude,71,2776,2,2250,83,58,53
prod_00000629,cool_stuff,53,1942,4,984,79,32,32
prod_00000630,perfumaria,78,624,1,745,59,59,58
prod_00000631,moveis_decoracao,21,205,1,1764,69,54,12
prod_00000632,perfumaria,70,2604,5,2274,71,59,49
prod_00000633,papelaria,27,1362,5,470,54,57,49
prod_00000634,moveis_escritorio,50,2204,3,4626,27,16,53
prod_00000635,utilidades_domesticas,42,2721,3,2247,82,58,28
prod_00000636,moveis_escritorio,44,1276,1,290,56,40,54
prod_00000637,brinquedos,62,844,4,2304,81,7,57
prod_00000638,informatica_acessorios,37,721,3,938,72,19,23
prod_00000639,cama_mesa_banho,79,185,4,3648,57,13,24
prod_00000640,bebes,56,1838,2,1125,14,11,10
prod_00000641,fashion_bolsas_e_acessorios,75,2861,5,1215,55,24,32
prod_00000642,moveis_decoracao,42,2950,1,5748,72,6,20
prod_00000643,papelaria,59,285,5,7149,28,19,37
prod_00000644,cool_stuff,29,1188,4,1919,15,38,57
prod_00000645,moveis_decoracao,26,1297,1,4431,63,32,50
prod_00000646,cama_mesa_banho,29,871,3,742,70,42,36
prod_00000647,moveis_escritorio,42,210,5,1142,12,39,17
prod_00000648,pet_shop,53,443,1,1734,37,18,31
prod_00000649,cool_stuff,37,1933,1,704,79,37,41
prod_00000650,brinquedos,61,2480,4,81,26,14,27
prod_00000651,fashion_bolsas_e_acessorios,63,1886,2,2362,23,51,49
prod_00000652,brinquedos,60,2789,3,897,10,6,52
prod_00000653,construcao_ferramentas_construcao,46,1637,2,1217,60,14,23
prod_00000654,moveis_decoracao,61,2611,5,1894,81,54,35
prod_00000655,construcao_ferramentas_construcao,64,572,3,995,48,25,59
prod_00000656,papelaria,75,597,1,194,80,14,14
prod_00000657,cool_stuff,70,2204,2,12033,45,14,54
prod_00000658,informatica_acessorios,54,2648,3,249,84,49,23
prod_00000659,fashion_bolsas_e_acessorios,47,1481,5,1195,69,8,58
prod_00000660,beleza_saude,56,1928,5,1254,53,42,23
prod_00000661,moveis_decoracao,61,122,4,1683,13,45,22
prod_00000662,moveis_escritorio,68,2774,1,1116,85,29,39
prod_00000663,informatica_acessorios,20,232,1,3002,17,43,51
prod_00000664,brinquedos,62,949,3,1076,65,49,5
prod_00000665,cama_mesa_banho,22,2937,2,5669,34,52,56
prod_00000666,bebes,39,897,2,907,60,56,13
prod_00000667,agro_industria_e_comercio,73,1569,1,16826,18,13,41
prod_00000668,telefonia,43,2954,3,616,19,57,28
prod_00000669,papelaria,67,1075,3,694,68,35,15
prod_00000670,perfumaria,25,1449,5,2428,90,7,38
prod_00000671,esporte_lazer,31,2619,2,1486,20,52,31
prod_00000672,cool_stuff,67,2421,3,1372,30,55,38
prod_00000673,beleza_saude,75,1348,2,1858,57,58,22
prod_00000674,agro_industria_e_comercio,22,1787,1,3693,61,13,51
prod_00000675,relogios_presentes,40,2449,4,1697,97,12,56
prod_00000676,construcao_ferramentas_construcao,36,2181,4,6873,19,34,34
prod_00000677,pet_shop,70,508,1,832,72,47,45
prod_00000678,telefonia,26,183,1,1005,45,30,14
prod_00000679,automotivo,53,1434,3,1991,19,54,19
prod_00000680,relogios_presentes,56,1936,2,625,24,18,35
prod_00000681,cama_mesa_banho,48,2686,5,1094,18,24,39
prod_00000682,esporte_lazer,77,2738,1,6529,17,7,23
prod_00000683,moveis_escritorio,65,1740,3,1525,45,29,40
prod_00000684,papelaria,30,737,1,2826,57,24,26
prod_00000685,esporte_lazer,25,2033,3,302,21,50,9
prod_00000686,pet_shop,24,2787,4,1962,99,37,34
prod_00000687,bebes,43,1594,1,1594,12,40,52
prod_00000688,relogios_presentes,26,249,5,2427,19,11,29
prod_00000689,fashion_bolsas_e_acessorios,46,434,4,946,18,11,20
prod_00000690,cool_stuff,45,180,2,444,12,12,6
prod_00000691,agro_industria_e_comercio,50,2081,3,1489,58,41,24
prod_00000692,agro_industria_e_comercio,48,2804,2,1167,40,59,16
prod_00000693,pet_shop,31,1314,1,2797,31,31,28
prod_00000694,beleza_saude,31,1909,5,8318,58,37,26
prod_00000695,perfumaria,37,1177,1,3895,36,46,23
prod_00000696,bebes,67,2993,1,2462,63,27,9
prod_00000697,moveis_decoracao,63,519,4,2666,78,43,10
prod_00000698,eletronicos,64,1767,2,348,46,7,51
prod_00000699,perfumaria,50,318,1,1786,96,17,51
prod_00000700,bebes,46,790,4,1485,53,28,59
prod_00000701,perfumaria,60,2022,3,409,19,5,53
prod_00000702,cama_mesa_banho,79,2333,5,3013,40,8,38
prod_00000703,brinquedos,38,349,5,653,82,28,17
prod_00000704,perfumaria,63,1206,1,393,93,8,42
prod_00000705,perfumaria,63,360,2,3140,15,18,10
prod_00000706,brinquedos,33,1406,2,798,61,30,12
prod_00000707,papelaria,60,912,5,307,93,21,23
prod_00000708,moveis_escritorio,36,970,4,657,23,21,17
prod_00000709,esporte_lazer,48,581,3,665,72,50,37
prod_00000710,relogios_presentes,48,202,3,5844,14,57,28
prod_00000711,papelaria,53,981,4,1809,82,31,32
prod_00000712,eletronicos,61,893,2,765,67,36,33
prod_00000713,papelaria,68,2613,1,876,42,54,8
prod_00000714,brinquedos,74,2999,5,1438,37,7,10
prod_00000715,utilidades_domesticas,64,634,5,2138,74,10,28
prod_00000716,eletronicos,56,656,3,1170,72,33,41
prod_00000717,eletronicos,64,2755,1,405,19,39,59
prod_00000718,moveis_decoracao,44,318,5,1656,99,7,21
prod_00000719,construcao_ferramentas_construcao,28,1600,1,1432,91,45,57
prod_00000720,agro_industria_e_comercio,39,2588,1,5077,25,25,17
prod_00000721,esporte_lazer,54,665,2,4319,47,10,54
prod_00000722,moveis_decoracao,57,265,4,1417,42,32,7
prod_00000723,relogios_presentes,37,509,2,1449,77,54,32
prod_00000724,brinquedos,47,1596,2,1020,43,34,25
prod_00000725,fashion_bolsas_e_acessorios,63,456,4,9630,96,37,6
prod_00000726,pet_shop,46,851,3,2899,35,20,10
prod_00000727,cool_stuff,64,2682,2,415,46,12,10
prod_00000728,esporte_lazer,56,249,1,4265,58,53,17
prod_00000729,construcao_ferramentas_construcao,51,2745,5,2604,15,18,20
prod_00000730,bebes,22,1516,5,1949,51,46,36
prod_00000731,esporte_lazer,42,2662,1,2948,76,41,11
prod_00000732,cama_mesa_banho,22,1863,1,2294,40,57,6
prod_00000733,eletronicos,50,1938,3,10500,31,14,56
prod_00000734,automotivo,49,1860,3,626,70,58,50
prod_00000735,eletronicos,20,2044,5,361,90,18,49
prod_00000736,utilidades_domesticas,32,1634,2,934,65,10,29
prod_00000737,moveis_escritorio,22,2101,2,2521,47,47,7
prod_00000738,papelaria,67,1512,2,2733,97,40,32
prod_00000739,construcao_ferramentas_construcao,67,1428,2,1302,89,40,11
prod_00000740,moveis_decoracao,37,681,2,748,77,18,9
prod_00000741,relogios_presentes,44,970,3,1412,92,15,24
prod_00000742,utilidades_domesticas,74,1009,2,17874,10,44,5
prod_00000743,bebes,20,1080,5,2895,69,29,31
prod_00000744,brinquedos,29,1173,4,1162,81,46,30
prod_00000745,moveis_escritorio,61,1184,1,5667,66,6,39
prod_00000746,fashion_bolsas_e_acessorios,53,2345,4,1641,28,16,54
prod_00000747,beleza_saude,67,2917,3,1507,53,41,42
prod_00000748,brinquedos,44,974,5,1995,19,50,9
prod_00000749,construcao_ferramentas_construcao,52,2216,5,856,38,22,33
prod_00000750,brinquedos,25,259,4,3595,65,58,15
prod_00000751,fashion_bolsas_e_acessorios,45,2879,3,373,92,49,31
prod_00000752,moveis_escritorio,78,1697,4,20870,88,34,44
prod_00000753,papelaria,74,2132,1,3727,38,57,34
prod_00000754,telefonia,59,1489,2,451,45,52,40
prod_00000755,cama_mesa_banho,44,1056,4,1070,90,27,29
prod_00000756,cama_mesa_banho,67,1955,4,1536,72,8,44
prod_00000757,moveis_decoracao,39,332,1,2301,99,38,59
prod_00000758,automotivo,29,1558,1,1613,19,35,43
prod_00000759,brinquedos,29,1083,1,425,23,39,49
prod_00000760,fashion_bolsas_e_acessorios,53,2548,5,691,73,34,13
prod_00000761,informatica_acessorios,76,1411,3,1716,95,38,45
prod_00000762,brinquedos,37,758,2,2211,52,31,55
prod_00000763,eletronicos,24,1722,2,2746,65,29,50
prod_00000764,utilidades_domesticas,23,1266,2,5962,75,49,31
prod_00000765,fashion_bolsas_e_acessorios,73,413,2,1364,81,25,25
prod_00000766,telefonia,27,1252,2,2468,96,52,40
prod_00000767,cama_mesa_banho,79,2077,1,6198,82,16,26
prod_00000768,informatica_acessorios,70,791,2,317,82,56,41
prod_00000769,automotivo,72,1387,2,1213,56,45,46
prod_00000770,fashion_bolsas_e_acessorios,62,2272,1,3517,94,5,48
prod_00000771,esporte_lazer,30,1700,3,2424,84,11,6
prod_00000772,agro_industria_e_comercio,34,2475,4,1550,50,25,42
prod_00000773,perfumaria,27,2382,4,2486,83,27,8
prod_00000774,construcao_ferramentas_construcao,67,151,1,2616,79,53,21
prod_00000775,fashion_bolsas_e_acessorios,44,2147,5,2471,26,18,38
prod_00000776,construcao_ferramentas_construcao,45,1375,3,1293,80,8,53
prod_00000777,eletronicos,57,1994,4,2466,79,13,56
prod_00000778,automotivo,79,2145,2,4310,83,22,19
prod_00000779,fashion_bolsas_e_acessorios,76,608,1,2486,14,41,44
prod_00000780,informatica_acessorios,41,313,4,2367,54,32,26
prod_00000781,perfumaria,40,2868,5,1405,91,21,8
prod_00000782,pet_shop,73,2026,1,550,82,23,55
prod_00000783,construcao_ferramentas_construcao,28,2682,4,571,40,21,52
prod_00000784,cama_mesa_banho,58,2973,3,1990,46,30,10
prod_00000785,automotivo,53,411,1,3126,22,42,42
prod_00000786,utilidades_domesticas,21,2525,5,489,53,39,25
prod_00000787,construcao_ferramentas_construcao,74,1704,2,2057,49,41,58
prod_00000788,beleza_saude,68,1373,2,3485,79,38,51
prod_00000789,moveis_decoracao,56,1007,5,4601,41,21,8
prod_00000790,cool_stuff,61,2180,3,6346,60,34,54
prod_00000791,papelaria,39,266,1,5874,53,39,27
prod_00000792,moveis_decoracao,73,413,2,11066,37,23,53
prod_00000793,perfumaria,67,193,5,547,97,25,30
prod_00000794,utilidades_domesticas,70,2197,3,980,17,6,33
prod_00000795,beleza_saude,42,1961,3,745,30,26,13
prod_00000796,automotivo,53,798,1,3901,14,45,26
prod_00000797,perfumaria,23,2803,5,2007,95,47,5
prod_00000798,eletronicos,34,1955,4,9320,83,5,6
prod_00000799,perfumaria,68,889,5,1447,44,21,16
