order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,seller_zip_code_prefix,seller_city,seller_state,payment_value,payment_installments,payment_type,review_score,total_price,order_purchase_month,delivery_time_days,estimated_time_days,delivery_delay_days
order_00000274,2,prod_00000261,sell_00000166,2024-06-06 11:05:41,22.08,3.15,cust_00000404,delivered,2024-05-30 11:05:41,2024-05-30 12:00:37.072950,2024-05-31 09:18:12.688002,2024-06-02 23:15:26.285942,2024-06-19 11:05:41,uniq_00000404,26551,duque de caxias,RJ,cool_stuff,63,1754,1,1038,91,11,24,cool_stuff,73110,campinas,SP,352.88,4,credit_card,5.0,25.229999999999997,2024-05,3.0,20,-17.0
order_00000274,3,prod_00000788,sell_00000191,2024-06-04 11:05:41,149.78,25.65,cust_00000404,delivered,2024-05-30 11:05:41,2024-05-30 12:00:37.072950,2024-05-31 09:18:12.688002,2024-06-02 23:15:26.285942,2024-06-19 11:05:41,uniq_00000404,26551,duque de caxias,RJ,beleza_saude,68,1373,2,3485,79,38,51,health_beauty,36489,belo horizonte,MG,352.88,4,credit_card,5.0,175.43,2024-05,3.0,20,-17.0
order_00000275,1,prod_00000591,sell_00000119,2024-02-03 12:06:44,15.73,1.82,cust_00001790,delivered,2024-01-29 12:06:44,2024-01-29 12:38:01.364977,2024-01-30 02:27:26.180629,2024-02-11 00:40:44.787002,2024-02-19 12:06:44,uniq_00001790,32650,sao bernardo do campo,SP,papelaria,77,261,5,668,52,15,37,stationery,85886,nova iguacu,RJ,17.55,1,credit_card,5.0,17.55,2024-01,12.0,21,-9.0
order_00000276,1,prod_00000678,sell_00000242,2024-05-09 23:20:03,19.82,1.43,cust_00002971,delivered,2024-05-06 23:20:03,2024-05-07 00:06:55.714102,2024-05-08 01:07:39.181529,2024-05-11 12:19:07.216312,2024-05-31 23:20:03,uniq_00002971,16957,contagem,MG,telefonia,26,183,1,1005,45,30,14,telephony,39333,porto alegre,RS,21.25,3,credit_card,4.0,21.25,2024-05,4.0,25,-21.0
order_00000277,1,prod_00000737,sell_00000069,2024-12-22 05:43:50,68.55,2.36,cust_00002936,delivered,2024-12-20 05:43:50,2024-12-20 06:43:19.214002,2024-12-22 07:56:20.074891,2024-12-28 16:15:39.630062,2025-01-16 05:43:50,uniq_00002936,35703,blumenau,SC,moveis_escritorio,22,2101,2,2521,47,47,7,office_furniture,81618,serra,ES,70.91,1,boleto,3.0,70.91,2024-12,8.0,27,-19.0
order_00000278,1,prod_00000305,sell_00000191,2025-11-02 22:00:08,36.36,1.34,cust_00002335,delivered,2025-10-31 22:00:08,2025-11-01 03:24:07.414307,2025-11-02 05:07:09.708464,2025-11-03 12:29:42.726402,2025-11-22 22:00:08,uniq_00002335,20793,santo andre,SP,pet_shop,74,2674,4,4155,22,54,56,pet_shop,36489,belo horizonte,MG,37.7,1,voucher,3.0,37.7,2025-10,2.0,22,-20.0
order_00000279,1,prod_00000763,sell_00000243,2024-10-13 08:53:26,115.92,4.74,cust_00002423,delivered,2024-10-11 08:53:26,2024-10-12 04:51:07.919268,2024-10-13 01:14:31.985201,2024-10-15 07:26:10.373118,2024-11-01 08:53:26,uniq_00002423,71879,maringa,PR,eletronicos,24,1722,2,2746,65,29,50,electronics,90863,salvador,BA,120.66,1,credit_card,5.0,120.66,2024-10,3.0,21,-18.0
order_00000280,1,prod_00000797,sell_00000037,2025-08-23 21:55:58,23.35,1.36,cust_00002630,delivered,2025-08-21 21:55:58,2025-08-22 01:39:17.424889,2025-08-23 00:10:48.293697,2025-08-25 18:57:10.203103,2025-09-05 21:55:58,uniq_00002630,32911,maringa,PR,perfumaria,23,2803,5,2007,95,47,5,perfumery,28024,caxias do sul,RS,24.71,3,credit_card,4.0,24.71,2025-08,3.0,15,-12.0
order_00000281,1,prod_00000009,sell_00000202,2025-02-14 14:33:54,26.75,2.77,cust_00000565,delivered,2025-02-12 14:33:54,2025-02-12 15:19:48.717816,2025-02-15 03:15:56.716138,2025-02-17 17:44:16.547301,2025-03-03 14:33:54,uniq_00000565,60422,campinas,SP,pet_shop,70,331,1,5151,76,5,5,pet_shop,25182,santo andre,SP,394.97,1,boleto,5.0,29.52,2025-02,5.0,19,-14.0
order_00000281,2,prod_00000377,sell_00000071,2025-02-15 14:33:54,126.38,4.18,cust_00000565,delivered,2025-02-12 14:33:54,2025-02-12 15:19:48.717816,2025-02-15 03:15:56.716138,2025-02-17 17:44:16.547301,2025-03-03 14:33:54,uniq_00000565,60422,campinas,SP,telefonia,70,1781,1,5074,75,55,5,telephony,52396,caxias do sul,RS,394.97,1,boleto,5.0,130.56,2025-02,5.0,19,-14.0
order_00000281,3,prod_00000337,sell_00000201,2025-02-17 14:33:54,42.16,6.24,cust_00000565,delivered,2025-02-12 14:33:54,2025-02-12 15:19:48.717816,2025-02-15 03:15:56.716138,2025-02-17 17:44:16.547301,2025-03-03 14:33:54,uniq_00000565,60422,campinas,SP,informatica_acessorios,44,141,3,2265,42,24,29,computers_accessories,60801,londrina,PR,394.97,1,boleto,5.0,48.4,2025-02,5.0,19,-14.0
order_00000281,4,prod_00000752,sell_00000155,2025-02-19 14:33:54,172.91,13.58,cust_00000565,delivered,2025-02-12 14:33:54,2025-02-12 15:19:48.717816,2025-02-15 03:15:56.716138,2025-02-17 17:44:16.547301,2025-03-03 14:33:54,uniq_00000565,60422,campinas,SP,moveis_escritorio,78,1697,4,20870,88,34,44,office_furniture,49358,guarulhos,SP,394.97,1,boleto,5.0,186.49,2025-02,5.0,19,-14.0
order_00000282,1,prod_00000512,sell_00000182,2024-09-05 04:40:16,94.14,5.18,cust_00001325,delivered,2024-08-30 04:40:16,2024-08-30 06:28:40.992238,2024-09-04 21:29:58.522490,2024-09-06 15:35:45.358920,2024-09-21 04:40:16,uniq_00001325,19742,belo horizonte,MG,moveis_escritorio,44,1368,4,760,80,36,16,office_furniture,51222,sao luis,MA,99.32,6,credit_card,4.0,99.32,2024-08,7.0,22,-15.0
order_00000283,1,prod_00000706,sell_00000114,2024-09-30 23:07:28,46.72,1.53,cust_00001189,delivered,2024-09-26 23:07:28,2024-09-27 01:56:15.184888,2024-09-28 14:57:40.053102,2024-09-30 06:03:17.369760,2024-10-20 23:07:28,uniq_00001189,99925,juiz de fora,MG,brinquedos,33,1406,2,798,61,30,12,toys,64651,sao paulo,SP,48.25,1,boleto,5.0,48.25,2024-09,3.0,24,-21.0
order_00000284,1,prod_00000040,sell_00000204,2024-12-19 12:15:15,30.32,3.03,cust_00002588,delivered,2024-12-16 12:15:15,2024-12-16 17:27:20.504020,2024-12-18 05:10:59.196651,2024-12-20 07:21:19.165790,2025-01-04 12:15:15,uniq_00002588,41886,vila velha,ES,automotivo,68,757,5,11309,14,29,28,auto,87894,curitiba,PR,33.35,6,credit_card,5.0,33.35,2024-12,3.0,19,-16.0
order_00000285,1,prod_00000075,sell_00000033,2024-02-03 09:47:40,24.87,1.72,cust_00001564,delivered,2024-02-01 09:47:40,2024-02-01 17:32:13.379547,2024-02-03 17:18:35.526779,2024-02-16 08:45:49.056998,2024-02-20 09:47:40,uniq_00001564,46842,santo andre,SP,esporte_lazer,77,1180,4,370,42,55,7,sports_leisure,75840,porto alegre,RS,252.85,1,voucher,4.0,26.59,2024-02,14.0,19,-5.0
order_00000285,2,prod_00000706,sell_00000128,2024-02-04 09:47:40,193.11,33.15,cust_00001564,delivered,2024-02-01 09:47:40,2024-02-01 17:32:13.379547,2024-02-03 17:18:35.526779,2024-02-16 08:45:49.056998,2024-02-20 09:47:40,uniq_00001564,46842,santo andre,SP,brinquedos,33,1406,2,798,61,30,12,toys,79081,londrina,PR,252.85,1,voucher,4.0,226.26000000000002,2024-02,14.0,19,-5.0
order_00000286,1,prod_00000459,sell_00000094,2025-08-19 19:23:33,128.12,13.83,cust_00001926,delivered,2025-08-15 19:23:33,2025-08-15 20:15:25.126017,2025-08-17 02:27:02.888545,2025-08-26 13:41:03.132617,2025-09-01 19:23:33,uniq_00001926,82561,salvador,BA,moveis_escritorio,78,163,2,1181,84,38,16,office_furniture,11600,londrina,PR,368.61,4,credit_card,3.0,141.95000000000002,2025-08,10.0,17,-7.0
order_00000286,2,prod_00000560,sell_00000039,2025-08-17 19:23:33,198.45,28.21,cust_00001926,delivered,2025-08-15 19:23:33,2025-08-15 20:15:25.126017,2025-08-17 02:27:02.888545,2025-08-26 13:41:03.132617,2025-09-01 19:23:33,uniq_00001926,82561,salvador,BA,moveis_decoracao,40,2480,2,1836,61,38,46,furniture_decor,14224,campinas,SP,368.61,4,credit_card,3.0,226.66,2025-08,10.0,17,-7.0
order_00000287,1,prod_00000181,sell_00000242,2024-06-05 18:35:50,56.49,8.53,cust_00000643,delivered,2024-06-01 18:35:50,2024-06-01 23:12:01.353337,2024-06-06 15:52:42.101740,2024-06-09 12:34:06.687742,2024-06-16 18:35:50,uniq_00000643,27038,niteroi,RJ,perfumaria,20,1257,3,3613,88,56,38,perfumery,39333,porto alegre,RS,65.02,1,boleto,5.0,65.02,2024-06,7.0,15,-8.0
order_00000288,1,prod_00000085,sell_00000139,2025-01-16 05:46:04,56.46,5.56,cust_00002272,canceled,2025-01-12 05:46:04,,,,2025-02-01 05:46:04,uniq_00002272,99573,joinville,SC,automotivo,51,2639,1,2327,62,37,56,auto,90516,aracaju,SE,62.02,2,credit_card,,62.02,2025-01,,20,
order_00000289,1,prod_00000273,sell_00000199,2024-08-15 17:31:04,94.86,16.57,cust_00001565,delivered,2024-08-11 17:31:04,2024-08-11 20:54:53.614856,2024-08-12 19:56:26.155363,2024-08-26 21:28:44.043219,2024-08-28 17:31:04,uniq_00001565,52421,belem,PA,informatica_acessorios,73,364,3,2053,63,25,35,computers_accessories,36894,uberlandia,MG,281.08,2,credit_card,5.0,111.43,2024-08,15.0,17,-2.0
order_00000289,2,prod_00000012,sell_00000148,2024-08-13 17:31:04,57.38,2.01,cust_00001565,delivered,2024-08-11 17:31:04,2024-08-11 20:54:53.614856,2024-08-12 19:56:26.155363,2024-08-26 21:28:44.043219,2024-08-28 17:31:04,uniq_00001565,52421,belem,PA,esporte_lazer,29,474,4,1000,74,14,22,sports_leisure,37175,vitoria,ES,281.08,2,credit_card,5.0,59.39,2024-08,15.0,17,-2.0
order_00000289,3,prod_00000367,sell_00000163,2024-08-16 17:31:04,93.5,16.76,cust_00001565,delivered,2024-08-11 17:31:04,2024-08-11 20:54:53.614856,2024-08-12 19:56:26.155363,2024-08-26 21:28:44.043219,2024-08-28 17:31:04,uniq_00001565,52421,belem,PA,construcao_ferramentas_construcao,47,2427,1,1020,31,23,49,construction_tools_construction,98142,caucaia,CE,281.08,2,credit_card,5.0,110.26,2024-08,15.0,17,-2.0
order_00000290,1,prod_00000138,sell_00000190,2025-05-15 08:48:23,25.56,1.46,cust_00001625,delivered,2025-05-11 08:48:23,2025-05-11 22:31:25.210978,2025-05-13 19:21:25.317450,2025-05-23 04:08:41.923728,2025-05-29 08:48:23,uniq_00001625,94092,campinas,SP,agro_industria_e_comercio,54,2766,5,1324,87,57,6,agro_industry_and_commerce,59049,sao paulo,SP,323.76,1,boleto,4.0,27.02,2025-05,11.0,18,-7.0
order_00000290,2,prod_00000344,sell_00000245,2025-05-18 08:48:23,175.56,24.39,cust_00001625,delivered,2025-05-11 08:48:23,2025-05-11 22:31:25.210978,2025-05-13 19:21:25.317450,2025-05-23 04:08:41.923728,2025-05-29 08:48:23,uniq_00001625,94092,campinas,SP,beleza_saude,47,1033,3,1352,76,8,9,health_beauty,34032,sao bernardo do campo,SP,323.76,1,boleto,4.0,199.95,2025-05,11.0,18,-7.0
order_00000290,3,prod_00000469,sell_00000218,2025-05-14 08:48:23,83.28,13.51,cust_00001625,delivered,2025-05-11 08:48:23,2025-05-11 22:31:25.210978,2025-05-13 19:21:25.317450,2025-05-23 04:08:41.923728,2025-05-29 08:48:23,uniq_00001625,94092,campinas,SP,fashion_bolsas_e_acessorios,75,1295,2,4555,18,5,39,fashion_bags_accessories,77378,serra,ES,323.76,1,boleto,4.0,96.79,2025-05,11.0,18,-7.0
order_00000291,1,prod_00000475,sell_00000228,2024-07-23 17:19:35,35.54,4.95,cust_00002551,invoiced,2024-07-21 17:19:35,2024-07-21 18:27:39.481064,,,2024-08-12 17:19:35,uniq_00002551,58606,campinas,SP,cama_mesa_banho,42,2553,4,2511,36,6,43,bed_bath_table,98538,sao bernardo do campo,SP,40.49,1,credit_card,,40.49,2024-07,,22,
order_00000292,1,prod_00000247,sell_00000234,2024-03-23 07:01:07,193.62,14.08,cust_00002573,delivered,2024-03-18 07:01:07,2024-03-18 13:40:07.299955,2024-03-19 13:20:46.591530,2024-03-21 18:19:25.577367,2024-03-25 07:01:07,uniq_00002573,83284,feira de santana,BA,utilidades_domesticas,69,1186,1,392,16,13,8,housewares,50952,contagem,MG,207.7,4,credit_card,4.0,207.70000000000002,2024-03,3.0,7,-4.0
order_00000293,1,prod_00000426,sell_00000221,2025-03-03 13:02:48,14.28,0.84,cust_00000397,delivered,2025-02-25 13:02:48,2025-02-25 14:39:22.855619,2025-03-01 21:15:09.120881,2025-03-10 10:48:55.083472,2025-03-16 13:02:48,uniq_00000397,23176,duque de caxias,RJ,fashion_bolsas_e_acessorios,31,2363,5,216,48,16,43,fashion_bags_accessories,45527,contagem,MG,413.39,1,credit_card,5.0,15.12,2025-02,12.0,19,-7.0
order_00000293,2,prod_00000361,sell_00000002,2025-02-28 13:02:48,76.57,12.36,cust_00000397,delivered,2025-02-25 13:02:48,2025-02-25 14:39:22.855619,2025-03-01 21:15:09.120881,2025-03-10 10:48:55.083472,2025-03-16 13:02:48,uniq_00000397,23176,duque de caxias,RJ,pet_shop,49,2749,2,717,53,42,33,pet_shop,64700,niteroi,RJ,413.39,1,credit_card,5.0,88.92999999999999,2025-02,12.0,19,-7.0
order_00000293,3,prod_00000375,sell_00000161,2025-03-03 13:02:48,219.65,32.09,cust_00000397,delivered,2025-02-25 13:02:48,2025-02-25 14:39:22.855619,2025-03-01 21:15:09.120881,2025-03-10 10:48:55.083472,2025-03-16 13:02:48,uniq_00000397,23176,duque de caxias,RJ,telefonia,77,314,4,1696,19,13,23,telephony,33020,belo horizonte,MG,413.39,1,credit_card,5.0,251.74,2025-02,12.0,19,-7.0
order_00000293,4,prod_00000142,sell_00000175,2025-03-03 13:02:48,52.81,4.79,cust_00000397,delivered,2025-02-25 13:02:48,2025-02-25 14:39:22.855619,2025-03-01 21:15:09.120881,2025-03-10 10:48:55.083472,2025-03-16 13:02:48,uniq_00000397,23176,duque de caxias,RJ,informatica_acessorios,75,537,4,1061,66,51,16,computers_accessories,29569,sao paulo,SP,413.39,1,credit_card,5.0,57.6,2025-02,12.0,19,-7.0
order_00000294,1,prod_00000648,sell_00000111,2025-06-24 09:46:08,23.73,1.72,cust_00001738,delivered,2025-06-22 09:46:08,2025-06-22 14:56:48.597635,2025-06-23 07:17:21.861173,2025-07-07 02:49:24.704545,2025-07-11 09:46:08,uniq_00001738,58823,nova iguacu,RJ,pet_shop,53,443,1,1734,37,18,31,pet_shop,89073,santo andre,SP,25.45,1,credit_card,3.0,25.45,2025-06,14.0,19,-5.0
order_00000295,1,prod_00000022,sell_00000035,2025-04-04 10:47:01,50.7,1.71,cust_00000861,processing,2025-03-31 10:47:01,2025-03-31 14:20:23.209179,,,2025-04-22 10:47:01,uniq_00000861,77286,caxias do sul,RS,relogios_presentes,22,1658,5,4415,91,29,12,watches_gifts,34114,contagem,MG,455.25,1,credit_card,,52.410000000000004,2025-03,,22,
order_00000295,2,prod_00000286,sell_00000188,2025-04-07 10:47:01,54.23,7.71,cust_00000861,processing,2025-03-31 10:47:01,2025-03-31 14:20:23.209179,,,2025-04-22 10:47:01,uniq_00000861,77286,caxias do sul,RS,informatica_acessorios,68,2385,2,1097,58,9,35,computers_accessories,78825,campinas,SP,455.25,1,credit_card,,61.94,2025-03,,22,
order_00000295,3,prod_00000130,sell_00000108,2025-04-07 10:47:01,142.2,18.44,cust_00000861,processing,2025-03-31 10:47:01,2025-03-31 14:20:23.209179,,,2025-04-22 10:47:01,uniq_00000861,77286,caxias do sul,RS,bebes,36,754,2,3473,98,19,32,baby,17217,niteroi,RJ,455.25,1,credit_card,,160.64,2025-03,,22,
order_00000295,4,prod_00000222,sell_00000112,2025-04-05 10:47:01,163.08,17.18,cust_00000861,processing,2025-03-31 10:47:01,2025-03-31 14:20:23.209179,,,2025-04-22 10:47:01,uniq_00000861,77286,caxias do sul,RS,informatica_acessorios,47,2149,4,4962,57,49,59,computers_accessories,53399,ananindeua,PA,455.25,1,credit_card,,180.26000000000002,2025-03,,22,
order_00000296,1,prod_00000484,sell_00000146,2024-10-24 14:14:41,88.57,5.75,cust_00000003,delivered,2024-10-21 14:14:41,2024-10-21 17:28:26.058910,2024-10-28 17:46:41.055439,2024-11-05 07:04:47.187977,2024-11-07 14:14:41,uniq_00000003,98696,sao paulo,SP,esporte_lazer,42,1062,2,2914,48,11,50,sports_leisure,13143,sao paulo,SP,144.98,1,boleto,3.0,94.32,2024-10,14.0,17,-3.0
order_00000296,2,prod_00000445,sell_00000021,2024-10-26 14:14:41,46.56,4.1,cust_00000003,delivered,2024-10-21 14:14:41,2024-10-21 17:28:26.058910,2024-10-28 17:46:41.055439,2024-11-05 07:04:47.187977,2024-11-07 14:14:41,uniq_00000003,98696,sao paulo,SP,beleza_saude,30,750,5,337,94,11,21,health_beauty,68065,guarulhos,SP,144.98,1,boleto,3.0,50.660000000000004,2024-10,14.0,17,-3.0
order_00000297,1,prod_00000303,sell_00000098,2025-05-15 20:45:29,140.86,17.24,cust_00001989,canceled,2025-05-13 20:45:29,,,,2025-06-01 20:45:29,uniq_00001989,62028,maringa,PR,moveis_decoracao,69,2577,1,4835,96,29,41,furniture_decor,41179,sao bernardo do campo,SP,220.95,2,credit_card,,158.10000000000002,2025-05,,19,
order_00000297,2,prod_00000195,sell_00000180,2025-05-16 20:45:29,56.14,6.71,cust_00001989,canceled,2025-05-13 20:45:29,,,,2025-06-01 20:45:29,uniq_00001989,62028,maringa,PR,informatica_acessorios,29,812,4,3960,33,23,37,computers_accessories,34560,sao bernardo do campo,SP,220.95,2,credit_card,,62.85,2025-05,,19,
order_00000298,1,prod_00000611,sell_00000122,2025-01-06 10:08:34,32.12,5.39,cust_00002091,unavailable,2024-12-31 10:08:34,2024-12-31 18:00:18.392437,,,2025-01-21 10:08:34,uniq_00002091,18557,joao pessoa,PB,brinquedos,60,1407,1,1580,89,13,15,toys,58309,guarulhos,SP,134.2,1,credit_card,,37.51,2024-12,,21,
order_00000298,2,prod_00000121,sell_00000217,2025-01-07 10:08:34,29.67,5.17,cust_00002091,unavailable,2024-12-31 10:08:34,2024-12-31 18:00:18.392437,,,2025-01-21 10:08:34,uniq_00002091,18557,joao pessoa,PB,beleza_saude,47,934,2,594,36,55,14,health_beauty,91650,rio de janeiro,RJ,134.2,1,credit_card,,34.84,2024-12,,21,
order_00000298,3,prod_00000799,sell_00000135,2025-01-02 10:08:34,55.36,6.49,cust_00002091,unavailable,2024-12-31 10:08:34,2024-12-31 18:00:18.392437,,,2025-01-21 10:08:34,uniq_00002091,18557,joao pessoa,PB,perfumaria,68,889,5,1447,44,21,16,perfumery,89802,sao bernardo do campo,SP,134.2,1,credit_card,,61.85,2024-12,,21,
order_00000299,1,prod_00000638,sell_00000162,2024-10-13 01:56:03,17.23,2.69,cust_00001019,delivered,2024-10-07 01:56:03,2024-10-07 03:16:26.529356,2024-10-08 01:15:41.226822,2024-10-11 08:34:06.693029,2024-10-31 01:56:03,uniq_00001019,84991,campinas,SP,informatica_acessorios,37,721,3,938,72,19,23,computers_accessories,53321,campinas,SP,19.92,1,credit_card,5.0,19.92,2024-10,4.0,24,-20.0
order_00000300,1,prod_00000709,sell_00000073,2024-01-05 00:26:45,30.85,3.9,cust_00001984,delivered,2024-01-01 00:26:45,2024-01-01 01:32:55.929073,2024-01-02 16:48:57.348838,2024-01-06 23:15:05.021286,2024-01-23 00:26:45,uniq_00001984,42701,sao paulo,SP,esporte_lazer,48,581,3,665,72,50,37,sports_leisure,69464,campinas,SP,34.75,4,credit_card,5.0,34.75,2024-01,5.0,22,-17.0
order_00000301,1,prod_00000311,sell_00000004,2024-02-05 22:21:55,80.86,13.27,cust_00000897,delivered,2024-01-30 22:21:55,2024-01-31 05:04:49.682369,2024-02-01 06:58:37.119798,2024-02-06 12:53:05.403911,2024-02-13 22:21:55,uniq_00000897,81313,santo andre,SP,beleza_saude,73,2559,4,360,40,37,27,health_beauty,65897,campinas,SP,94.13,3,credit_card,4.0,94.13,2024-01,6.0,14,-8.0
order_00000302,1,prod_00000085,sell_00000213,2025-08-25 01:31:44,23.08,2.48,cust_00000399,delivered,2025-08-19 01:31:44,2025-08-19 18:35:19.805225,2025-08-20 08:06:06.989504,2025-08-30 16:54:36.488538,2025-09-09 01:31:44,uniq_00000399,57301,campinas,SP,automotivo,51,2639,1,2327,62,37,56,auto,67817,contagem,MG,25.56,6,credit_card,5.0,25.56,2025-08,11.0,21,-10.0
order_00000303,1,prod_00000658,sell_00000012,2024-12-14 14:51:57,100.65,13.8,cust_00001021,delivered,2024-12-09 14:51:57,2024-12-09 15:54:54.296251,2024-12-12 22:49:22.100159,2024-12-18 20:08:32.991600,2024-12-28 14:51:57,uniq_00001021,75278,sao paulo,SP,informatica_acessorios,54,2648,3,249,84,49,23,computers_accessories,78656,duque de caxias,RJ,372.77,2,credit_card,5.0,114.45,2024-12,9.0,19,-10.0
order_00000303,2,prod_00000421,sell_00000172,2024-12-11 14:51:57,122.16,4.08,cust_00001021,delivered,2024-12-09 14:51:57,2024-12-09 15:54:54.296251,2024-12-12 22:49:22.100159,2024-12-18 20:08:32.991600,2024-12-28 14:51:57,uniq_00001021,75278,sao paulo,SP,moveis_escritorio,25,733,3,4955,52,22,44,office_furniture,82768,jaboatao dos guararapes,PE,372.77,2,credit_card,5.0,126.24,2024-12,9.0,19,-10.0
order_00000303,3,prod_00000640,sell_00000004,2024-12-13 14:51:57,36.01,3.35,cust_00001021,delivered,2024-12-09 14:51:57,2024-12-09 15:54:54.296251,2024-12-12 22:49:22.100159,2024-12-18 20:08:32.991600,2024-12-28 14:51:57,uniq_00001021,75278,sao paulo,SP,bebes,56,1838,2,1125,14,11,10,baby,65897,campinas,SP,372.77,2,credit_card,5.0,39.36,2024-12,9.0,19,-10.0
order_00000303,4,prod_00000076,sell_00000144,2024-12-13 14:51:57,78.99,13.73,cust_00001021,delivered,2024-12-09 14:51:57,2024-12-09 15:54:54.296251,2024-12-12 22:49:22.100159,2024-12-18 20:08:32.991600,2024-12-28 14:51:57,uniq_00001021,75278,sao paulo,SP,cama_mesa_banho,57,1991,4,1483,26,21,37,bed_bath_table,48074,campinas,SP,372.77,2,credit_card,5.0,92.72,2024-12,9.0,19,-10.0
order_00000304,1,prod_00000123,sell_00000204,2024-10-23 13:03:00,52.4,7.35,cust_00001959,delivered,2024-10-21 13:03:00,2024-10-21 14:30:13.708776,2024-10-22 07:00:12.852327,2024-10-24 07:47:53.853210,2024-11-15 13:03:00,uniq_00001959,46099,campinas,SP,automotivo,72,996,5,1555,40,22,16,auto,87894,curitiba,PR,59.75,1,credit_card,5.0,59.75,2024-10,2.0,25,-23.0
order_00000305,1,prod_00000169,sell_00000070,2024-11-05 17:03:52,102.47,12.22,cust_00000224,delivered,2024-10-31 17:03:52,2024-10-31 23:03:19.829178,2024-11-02 21:31:30.728274,2024-11-08 20:31:24.743656,2024-11-16 17:03:52,uniq_00000224,86099,niteroi,RJ,cama_mesa_banho,22,705,4,2975,16,16,23,bed_bath_table,61520,campinas,SP,114.69,1,boleto,4.0,114.69,2024-10,8.0,16,-8.0
order_00000306,1,prod_00000010,sell_00000155,2025-11-21 09:26:35,30.13,1.17,cust_00000922,delivered,2025-11-18 09:26:35,2025-11-18 22:52:08.383696,2025-11-19 21:30:46.868717,2025-11-22 19:03:45.668066,2025-12-10 09:26:35,uniq_00000922,16265,guarulhos,SP,beleza_saude,58,2128,1,343,13,27,59,health_beauty,49358,guarulhos,SP,76.28,3,credit_card,3.0,31.299999999999997,2025-11,4.0,22,-18.0
order_00000306,2,prod_00000241,sell_00000069,2025-11-21 09:26:35,42.56,2.42,cust_00000922,delivered,2025-11-18 09:26:35,2025-11-18 22:52:08.383696,2025-11-19 21:30:46.868717,2025-11-22 19:03:45.668066,2025-12-10 09:26:35,uniq_00000922,16265,guarulhos,SP,utilidades_domesticas,43,116,2,596,21,20,8,housewares,81618,serra,ES,76.28,3,credit_card,3.0,44.980000000000004,2025-11,4.0,22,-18.0
order_00000307,1,prod_00000753,sell_00000231,2025-01-29 02:18:34,18.33,2.52,cust_00002614,delivered,2025-01-25 02:18:34,2025-01-25 12:21:01.094223,2025-01-28 12:13:18.299599,2025-01-30 19:08:39.875589,2025-02-19 02:18:34,uniq_00002614,25712,sao paulo,SP,papelaria,74,2132,1,3727,38,57,34,stationery,65897,sao paulo,SP,20.85,3,credit_card,4.0,20.849999999999998,2025-01,5.0,25,-20.0
order_00000308,1,prod_00000318,sell_00000018,2024-12-09 23:18:46,31.88,3.26,cust_00002685,delivered,2024-12-06 23:18:46,2024-12-07 01:05:05.250200,2024-12-07 17:54:59.155246,2024-12-09 02:42:10.150231,2024-12-26 23:18:46,uniq_00002685,39912,duque de caxias,RJ,perfumaria,48,1115,2,2547,22,33,9,perfumery,29073,contagem,MG,35.14,1,boleto,4.0,35.14,2024-12,2.0,20,-18.0
order_00000309,1,prod_00000495,sell_00000041,2025-09-20 04:19:09,46.25,4.47,cust_00000569,delivered,2025-09-17 04:19:09,2025-09-17 11:45:26.314948,2025-09-19 04:58:33.738352,2025-09-24 00:31:39.814960,2025-10-10 04:19:09,uniq_00000569,48696,guarulhos,SP,relogios_presentes,49,1294,4,906,30,47,13,watches_gifts,64138,guarulhos,SP,50.72,1,credit_card,5.0,50.72,2025-09,6.0,23,-17.0
order_00000310,1,prod_00000635,sell_00000031,2024-08-11 07:25:10,18.97,1.94,cust_00000288,delivered,2024-08-07 07:25:10,2024-08-07 12:34:16.287271,2024-08-11 05:17:12.848540,2024-08-16 06:07:29.180642,2024-08-25 07:25:10,uniq_00000288,54020,guarulhos,SP,utilidades_domesticas,42,2721,3,2247,82,58,28,housewares,57089,belo horizonte,MG,20.91,10,credit_card,3.0,20.91,2024-08,8.0,18,-10.0
order_00000311,1,prod_00000607,sell_00000091,2025-02-03 01:27:09,82.54,13.26,cust_00000121,delivered,2025-01-28 01:27:09,2025-01-28 21:32:19.110975,2025-01-29 13:22:43.239358,2025-02-10 13:24:17.341409,2025-02-17 01:27:09,uniq_00000121,42591,florianopolis,SC,utilidades_domesticas,79,2042,4,514,66,5,12,housewares,25408,campinas,SP,117.24,1,boleto,3.0,95.80000000000001,2025-01,13.0,20,-7.0
order_00000311,2,prod_00000340,sell_00000194,2025-02-04 01:27:09,19.97,1.47,cust_00000121,delivered,2025-01-28 01:27:09,2025-01-28 21:32:19.110975,2025-01-29 13:22:43.239358,2025-02-10 13:24:17.341409,2025-02-17 01:27:09,uniq_00000121,42591,florianopolis,SC,fashion_bolsas_e_acessorios,78,1849,2,4219,35,46,26,fashion_bags_accessories,34931,brasilia,DF,117.24,1,boleto,3.0,21.439999999999998,2025-01,13.0,20,-7.0
